日期,时间段,购电量_kWh
2025-07-09,19:30-19:40,4.91381343412877
2025-07-10,无,0.0
2025-07-11,无,0.0
2025-07-12,无,0.0
2025-07-13,19:10-19:20,15.076056699597302
2025-07-14,无,0.0
2025-07-15,无,0.0
2025-07-16,20:00-20:10,2.5594294092918517
2025-07-17,无,0.0
2025-07-18,无,0.0
2025-07-19,无,0.0
2025-07-20,无,0.0
2025-07-21,20:30-20:40,6.121306250507814
2025-07-22,19:50-20:00,1.7547371939388086
2025-07-23,无,0.0
2025-07-24,无,0.0
2025-07-25,无,0.0
2025-07-26,无,0.0
2025-07-27,无,0.0
2025-07-28,无,0.0
2025-07-29,18:50-19:10,39.930880458078036
2025-07-30,无,0.0
2025-07-31,无,0.0
2025-08-01,无,0.0
2025-08-02,无,0.0
2025-08-03,19:00-19:10,1.627866666667387
2025-08-03,19:30-20:10,133.82548333333307
2025-08-04,18:50-19:00,22.201666666667165
2025-08-05,19:40-19:50,14.106983333333005
2025-08-05,20:00-20:10,0.4901166666666086
2025-08-06,无,0.0
2025-08-07,20:00-20:10,8.447933333333253
2025-08-08,无,0.0
2025-08-09,无,0.0
2025-08-10,20:20-20:30,9.291666666666629
2025-08-11,19:00-19:40,117.18798333333348
2025-08-11,20:00-20:10,2.7938333333331684
2025-08-12,19:10-19:40,117.70723333333319
2025-08-12,19:50-20:00,0.7716666666664196
2025-08-12,20:30-20:40,2.2896666666665624
2025-08-13,18:50-19:00,16.62333333333413
2025-08-13,19:10-19:30,92.15416666666636
2025-08-13,20:30-20:40,5.202766666666548
2025-08-14,18:50-19:20,59.97236666666788
2025-08-14,20:30-20:40,45.698299999999904
2025-08-15,无,0.0
2025-08-16,无,0.0
2025-08-17,19:00-19:50,101.91430000000037
2025-08-18,19:00-19:10,11.03018333333398
2025-08-18,19:50-20:00,28.198333333333153
2025-08-18,20:20-20:40,74.5671734397771
2025-08-19,19:20-19:40,44.34549999999945
2025-08-19,20:00-20:10,34.33178358541579
2025-08-20,19:30-20:10,151.6385833333327
2025-08-21,无,0.0
2025-08-22,无,0.0
2025-08-23,无,0.0
2025-08-24,19:50-20:00,0.8266666666664833
2025-08-25,19:30-19:40,24.86593333333326
2025-08-26,无,0.0
2025-08-27,18:50-19:00,18.320000000000505
2025-08-28,18:50-19:00,42.22000000000071
2025-08-28,19:50-20:10,48.06156666666652
2025-08-29,无,0.0
2025-08-30,无,0.0
2025-08-31,19:00-19:20,25.02111666666724
2025-08-31,20:00-20:10,19.189759138816953
2025-09-01,无,0.0
2025-09-02,无,0.0
2025-09-03,无,0.0
2025-09-04,19:40-19:50,10.490723469236968
2025-09-05,无,0.0
2025-09-06,无,0.0
2025-09-07,无,0.0
2025-09-08,无,0.0
2025-09-09,无,0.0
2025-09-10,无,0.0
2025-09-11,无,0.0
2025-09-12,无,0.0
2025-09-13,无,0.0
2025-09-14,无,0.0
2025-09-15,19:40-19:50,1.1717666666664854
2025-09-15,20:30-20:40,21.901505555554763
2025-09-16,19:10-19:20,8.238266666666618
2025-09-17,无,0.0
2025-09-18,20:30-20:40,18.30649999999912
2025-09-19,无,0.0
2025-09-20,无,0.0
2025-09-21,无,0.0
2025-09-22,19:50-20:00,10.90666666666641
2025-09-23,20:20-20:30,6.374999999999886
2025-09-24,无,0.0
2025-09-25,18:50-19:00,15.371666666667238
2025-09-26,无,0.0
2025-09-27,无,0.0
2025-09-28,19:20-19:30,5.868333333333226
2025-09-29,06:00-06:10,20.394633333334014
2025-09-29,20:30-20:40,5.6203833333332796
2025-09-30,20:00-20:10,21.96511666666663
2025-10-01,无,0.0
2025-10-02,无,0.0
2025-10-03,无,0.0
2025-10-04,无,0.0
2025-10-05,无,0.0
2025-10-06,无,0.0
2025-10-07,无,0.0
2025-10-08,无,0.0
2025-10-09,无,0.0
2025-10-10,无,0.0
2025-10-11,无,0.0
2025-10-12,06:00-06:10,14.36807305558591
2025-10-13,无,0.0
2025-10-14,无,0.0
2025-10-15,无,0.0
2025-10-16,无,0.0
2025-10-17,无,0.0
2025-10-18,无,0.0
2025-10-19,无,0.0
2025-10-20,无,0.0
2025-10-21,无,0.0
2025-10-22,无,0.0
2025-10-23,无,0.0
2025-10-24,无,0.0
2025-10-25,无,0.0
2025-10-26,无,0.0
2025-10-27,06:00-06:10,1.4145222222230132
2025-10-28,无,0.0
2025-10-29,无,0.0
2025-10-30,无,0.0
2025-10-31,无,0.0
2025-11-01,无,0.0
2025-11-02,20:30-20:40,101.04196666666553
2025-11-03,无,0.0
2025-11-04,06:00-06:10,13.751927777778178
2025-11-05,无,0.0
2025-11-06,无,0.0
2025-11-07,无,0.0
2025-11-08,无,0.0
2025-11-09,无,0.0
2025-11-10,无,0.0
2025-11-11,无,0.0
2025-11-12,无,0.0
2025-11-13,无,0.0
2025-11-14,无,0.0
2025-11-15,无,0.0
2025-11-16,无,0.0
2025-11-17,无,0.0
2025-11-18,无,0.0
2025-11-19,05:50-06:00,1.385000000000673
2025-11-20,无,0.0
2025-11-21,无,0.0
2025-11-22,无,0.0
2025-11-23,无,0.0
2025-11-24,06:00-06:10,18.8396666666672
2025-11-25,无,0.0
2025-11-26,无,0.0
2025-11-27,无,0.0
2025-11-28,无,0.0
2025-11-29,无,0.0
2025-11-30,06:00-06:10,0.7630431511354345
2025-12-01,07:50-08:10,21.272892373437458
2025-12-01,09:20-09:30,345.53660237883355
2025-12-01,09:40-10:50,1977.77898188889
2025-12-02,08:00-08:20,56.24199576811054
2025-12-02,10:10-10:40,501.4629444954417
2025-12-03,无,0.0
2025-12-04,08:00-08:20,62.26688736055462
2025-12-04,10:10-10:50,393.8146455709903
2025-12-05,无,0.0
2025-12-06,无,0.0
2025-12-07,07:50-08:00,46.798511418670046
2025-12-08,无,0.0
2025-12-09,无,0.0
2025-12-10,无,0.0
2025-12-11,无,0.0
2025-12-12,无,0.0
2025-12-13,无,0.0
2025-12-14,无,0.0
2025-12-15,无,0.0
2025-12-16,无,0.0
2025-12-17,无,0.0
2025-12-18,无,0.0
2025-12-19,无,0.0
2025-12-20,无,0.0
2025-12-21,无,0.0
2025-12-22,无,0.0
2025-12-23,无,0.0
2025-12-24,无,0.0
2025-12-25,无,0.0
2025-12-26,无,0.0
2025-12-27,无,0.0
2025-12-28,无,0.0
2025-12-29,无,0.0
2025-12-30,无,0.0
2025-12-31,无,0.0
