日期,时间段,购电量_kWh
2025-07-01,23:40-24:00,576.5219701646089
2025-07-02,18:20-18:30,26.36791666666727
2025-07-02,18:40-19:30,345.83622857142814
2025-07-02,19:50-20:20,229.86582142857105
2025-07-02,20:30-21:40,1012.9930683571421
2025-07-02,23:40-24:00,678.0781205761316
2025-07-03,18:40-19:00,234.9614547619044
2025-07-03,19:30-19:50,33.7654452380948
2025-07-03,20:00-22:00,2629.3089775714316
2025-07-03,23:30-23:50,556.1407257201636
2025-07-04,02:40-04:00,645.3129642857128
2025-07-04,04:30-05:00,1082.196368142857
2025-07-04,06:50-07:20,246.2097437142858
2025-07-04,20:20-21:20,1511.336392095244
2025-07-04,21:30-21:50,160.96105
2025-07-04,23:30-24:00,848.2964681069957
2025-07-05,04:30-04:50,848.9029381666654
2025-07-05,06:20-07:30,742.4576192619043
2025-07-05,20:20-20:50,1817.8481120000001
2025-07-05,21:00-21:50,322.5953333333333
2025-07-05,22:10-22:30,70.46564999999998
2025-07-05,23:50-24:00,473.54763868312705
2025-07-06,18:30-18:40,41.51838333333296
2025-07-06,19:00-19:20,85.42762619047585
2025-07-06,19:30-22:00,5301.132296119049
2025-07-06,23:50-24:00,816.9086516460884
2025-07-07,18:40-18:50,60.537909523810185
2025-07-07,19:00-19:10,68.06771666666646
2025-07-07,19:40-19:50,42.00521904761888
2025-07-07,20:00-20:20,70.24941190476159
2025-07-07,20:30-21:50,942.2611729285716
2025-07-07,23:50-24:00,348.60542530864063
2025-07-08,18:50-19:00,1.2698809523816408
2025-07-09,无,0.0
2025-07-10,无,0.0
2025-07-11,无,0.0
2025-07-12,无,0.0
2025-07-13,无,0.0
2025-07-14,无,0.0
2025-07-15,无,0.0
2025-07-16,无,0.0
2025-07-17,无,0.0
2025-07-18,无,0.0
2025-07-19,无,0.0
2025-07-20,无,0.0
2025-07-21,无,0.0
2025-07-22,无,0.0
2025-07-23,无,0.0
2025-07-24,无,0.0
2025-07-25,无,0.0
2025-07-26,无,0.0
2025-07-27,无,0.0
2025-07-28,无,0.0
2025-07-29,无,0.0
2025-07-30,无,0.0
2025-07-31,无,0.0
2025-08-01,无,0.0
2025-08-02,无,0.0
2025-08-03,19:00-19:10,2.016395238095811
2025-08-03,19:30-20:10,133.8540261904759
2025-08-04,19:50-20:10,4.151680952380843
2025-08-05,19:40-19:50,14.097304761904411
2025-08-05,20:00-20:10,0.4927904761905211
2025-08-06,20:30-20:40,34.48018202381252
2025-08-07,20:00-20:10,8.448114285714269
2025-08-08,无,0.0
2025-08-09,无,0.0
2025-08-10,20:10-20:30,14.093133333333299
2025-08-11,19:00-19:20,46.2402857142863
2025-08-11,19:30-19:40,15.1269833333331
2025-08-11,20:00-20:20,7.410414285713955
2025-08-12,19:20-19:40,74.80856904761913
2025-08-12,19:50-20:00,0.7716666666664196
2025-08-12,20:30-21:00,442.35923323809675
2025-08-13,18:50-19:00,16.62333333333413
2025-08-13,19:20-19:30,66.66333333333307
2025-08-13,20:30-20:40,5.20274285714288
2025-08-14,18:50-19:10,47.844204761906326
2025-08-14,20:30-20:40,45.698299999999904
2025-08-15,无,0.0
2025-08-16,无,0.0
2025-08-17,19:00-19:50,102.01955714285737
2025-08-18,19:00-19:10,10.997519047619676
2025-08-18,19:50-20:00,28.198333333333153
2025-08-18,20:20-20:40,79.6382166666665
2025-08-19,19:20-19:30,33.81499999999971
2025-08-19,20:00-20:10,36.36229523809516
2025-08-20,09:00-09:30,431.15298333333214
2025-08-20,19:30-20:10,151.60955476190418
2025-08-21,无,0.0
2025-08-22,无,0.0
2025-08-23,无,0.0
2025-08-24,19:50-20:00,0.8266666666664833
2025-08-25,19:30-19:40,24.83776666666654
2025-08-26,20:30-20:40,14.006549999999947
2025-08-27,18:50-19:00,18.320000000000505
2025-08-28,19:50-20:10,48.059119047618765
2025-08-29,无,0.0
2025-08-30,无,0.0
2025-08-31,19:00-19:10,5.0968214285720705
2025-08-31,20:00-20:20,29.913588095237856
2025-09-01,无,0.0
2025-09-02,无,0.0
2025-09-03,无,0.0
2025-09-04,无,0.0
2025-09-05,无,0.0
2025-09-06,无,0.0
2025-09-07,无,0.0
2025-09-08,20:20-20:40,871.594708429163
2025-09-08,21:30-21:50,20.320651833333613
2025-09-09,18:10-18:20,13.667299999999955
2025-09-10,09:20-09:40,64.48332176190503
2025-09-10,20:10-20:20,3.641449999999736
2025-09-10,20:30-20:40,359.20781254762244
2025-09-11,18:10-18:20,9.942652380952154
2025-09-12,无,0.0
2025-09-13,无,0.0
2025-09-14,无,0.0
2025-09-15,19:40-19:50,1.1717666666664854
2025-09-16,18:30-18:40,4.854483333333178
2025-09-17,无,0.0
2025-09-18,无,0.0
2025-09-19,无,0.0
2025-09-20,无,0.0
2025-09-21,无,0.0
2025-09-22,19:50-20:00,10.90666666666641
2025-09-23,无,0.0
2025-09-24,无,0.0
2025-09-25,18:40-18:50,16.514699999999834
2025-09-26,无,0.0
2025-09-27,无,0.0
2025-09-28,无,0.0
2025-09-29,06:00-06:10,14.98189047619121
2025-09-29,20:30-20:40,5.6203833333332796
2025-09-30,无,0.0
2025-10-01,无,0.0
2025-10-02,无,0.0
2025-10-03,无,0.0
2025-10-04,无,0.0
2025-10-05,无,0.0
2025-10-06,无,0.0
2025-10-07,无,0.0
2025-10-08,无,0.0
2025-10-09,无,0.0
2025-10-10,无,0.0
2025-10-11,无,0.0
2025-10-12,06:00-06:10,4.568480952381833
2025-10-13,无,0.0
2025-10-14,无,0.0
2025-10-15,无,0.0
2025-10-16,20:20-20:40,769.3043362619055
2025-10-17,无,0.0
2025-10-18,无,0.0
2025-10-19,20:30-20:50,240.8921997142873
2025-10-20,09:30-10:10,215.7307413095238
2025-10-21,无,0.0
2025-10-22,09:20-10:20,605.0182794935338
2025-10-23,无,0.0
2025-10-24,无,0.0
2025-10-25,无,0.0
2025-10-26,无,0.0
2025-10-27,06:00-06:10,17.078466666667396
2025-10-28,无,0.0
2025-10-29,无,0.0
2025-10-30,无,0.0
2025-10-31,无,0.0
2025-11-01,无,0.0
2025-11-02,无,0.0
2025-11-03,无,0.0
2025-11-04,06:00-06:10,21.835104761905313
2025-11-05,无,0.0
2025-11-06,09:30-10:40,601.7336845238109
2025-11-07,无,0.0
2025-11-08,无,0.0
2025-11-09,无,0.0
2025-11-10,无,0.0
2025-11-11,无,0.0
2025-11-12,06:20-06:30,11.773333333333994
2025-11-13,无,0.0
2025-11-14,无,0.0
2025-11-15,无,0.0
2025-11-16,无,0.0
2025-11-17,无,0.0
2025-11-18,无,0.0
2025-11-19,无,0.0
2025-11-20,无,0.0
2025-11-21,无,0.0
2025-11-22,无,0.0
2025-11-23,无,0.0
2025-11-24,无,0.0
2025-11-25,无,0.0
2025-11-26,无,0.0
2025-11-27,无,0.0
2025-11-28,无,0.0
2025-11-29,无,0.0
2025-11-30,无,0.0
2025-12-01,06:00-06:10,45.55956666666668
2025-12-01,06:30-06:40,55.23321666666652
2025-12-01,07:50-08:10,97.8574571428569
2025-12-01,08:50-10:40,3337.2805789999993
2025-12-01,20:30-20:40,251.9297150476154
2025-12-02,07:50-08:20,178.6449190476186
2025-12-02,09:00-10:40,3765.426727095239
2025-12-02,20:00-20:10,82.35406749999595
2025-12-02,20:30-20:40,629.0134988333333
2025-12-02,21:10-21:20,9.220818499999837
2025-12-03,07:50-08:10,70.3602857142854
2025-12-03,09:30-10:20,1574.338692714286
2025-12-03,10:30-10:40,101.92072261904732
2025-12-03,20:30-21:00,192.91973942856885
2025-12-04,07:50-08:20,116.75869761904721
2025-12-04,09:00-10:20,2154.692078619054
2025-12-05,08:30-09:30,803.1536571904738
2025-12-06,08:50-09:50,623.7218581904693
2025-12-07,07:50-08:00,53.18023809523868
2025-12-07,10:00-10:10,7.88225192856595
2025-12-08,无,0.0
2025-12-09,无,0.0
2025-12-10,无,0.0
2025-12-11,无,0.0
2025-12-12,无,0.0
2025-12-13,无,0.0
2025-12-14,无,0.0
2025-12-15,无,0.0
2025-12-16,无,0.0
2025-12-17,无,0.0
2025-12-18,无,0.0
2025-12-19,无,0.0
2025-12-20,无,0.0
2025-12-21,无,0.0
2025-12-22,无,0.0
2025-12-23,无,0.0
2025-12-24,无,0.0
2025-12-25,无,0.0
2025-12-26,无,0.0
2025-12-27,无,0.0
2025-12-28,无,0.0
2025-12-29,无,0.0
2025-12-30,无,0.0
2025-12-31,无,0.0
