date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,planned_energy,adjusted_energy,emergency_energy,spill_energy,emergency_while_charging
2025-04-17,37363.066821644665,0.0,0.0,5.6189191521838205e-11,37363.06682164472,63677.087637948265,63677.087637948265,1.4172774065457361e-11,6841.337939976507,7.048583938740194e-12
2025-04-18,11587.52078860976,0.0,0.0,2.7276687297739243e-11,11587.52078860979,30101.64998809524,30101.64998809524,8.791745109704152e-12,20244.56937597003,5.679567927074913e-12
2025-04-19,11509.111152630066,0.0,0.0,1.9909506931981015e-11,11509.111152630087,29617.316184714873,29617.316184714873,8.313350008393172e-12,19061.88514600236,6.0254023992456496e-12
2025-04-20,37103.90106064018,0.0,0.0,3.6563961858249174e-11,37103.901060640215,62802.88739223986,62802.88739223986,1.0994316568258e-11,6652.635423256631,5.7980287238024175e-12
2025-04-21,36689.00922287218,0.0,0.0,4.884638826752052e-11,36689.00922287222,63247.87041457966,63247.87041457966,1.3301360013429075e-11,10976.919426880087,6.650680006714538e-12
2025-04-22,36799.61590378739,0.0,0.0,4.7530543945129007e-11,36799.61590378744,61883.88275299529,61883.88275299529,1.191402532185748e-11,5820.82031164287,5.4285465012071654e-12
2025-04-23,37146.17069543334,0.0,0.0,4.2995612403728957e-11,37146.17069543339,62352.76811484421,62352.76811484421,1.2740031252178596e-11,7180.2329255461655,7.58859641791787e-12
2025-04-24,36081.18939584119,0.0,0.0,3.3029593282662975e-11,36081.18939584122,61636.6833728689,61636.6833728689,9.322320693172514e-12,10956.534196913592,6.110667527536862e-12
2025-04-25,10707.942617627621,0.0,0.0,3.3949298483548775e-11,10707.942617627654,28265.00098809524,28265.00098809524,9.762857189343777e-12,22982.34577248884,4.945377440890297e-12
2025-04-26,11043.041504640109,0.0,0.0,3.636674605900225e-11,11043.041504640147,28189.782948706645,28189.782948706645,1.170263885796885e-11,24969.4453316123,5.595524044110789e-12
2025-04-27,33897.428766193836,0.0,0.0,3109.2918689111075,37006.72063510494,58596.927518283366,58596.927518283366,531.1014692857273,6837.418436979147,8.697043085703626e-12
2025-04-28,35681.19641071336,0.0,0.0,13305.746033006415,48986.942443719774,59707.30383295121,59707.30383295121,2123.793060095248,1625.0191624926651,7.37632177560954e-12
2025-04-29,35062.55428909502,0.0,0.0,1786.1507303466005,36848.70501944162,60675.064905878906,60675.064905878906,269.892827190489,10067.48449941213,1.1475265182525618e-11
2025-04-30,34902.82557357292,0.0,0.0,4.6850125556829877e-11,34902.82557357296,59865.8089327381,59865.8089327381,1.3372414287005085e-11,8054.474069764273,7.432277016050648e-12
2025-05-01,35361.78749672951,0.0,0.0,11078.40584130524,46440.19333803475,58672.34613539095,58672.34613539095,2097.297293052042,5900.999893004134,603.2877067901296
2025-05-02,11517.561272334511,0.0,0.0,8062.969579598375,19580.530851932886,28394.533215461495,28394.533215461495,1722.3389034761985,12291.388563991779,42.56000000000576
2025-05-03,11518.222625985003,0.0,0.0,4620.989910504361,16139.212536489362,29086.35571904762,29086.35571904762,1058.551894071438,17601.029405702542,5.6559201766503975e-12
2025-05-04,37660.29118894545,0.0,0.0,7066.922963306183,44727.21415225163,62010.73460574279,62010.73460574279,1322.1663067313516,8186.979086331581,168.06368292181972
2025-05-05,37290.98416550947,0.0,0.0,7955.081625927347,45246.06579143682,61679.14151166961,61679.14151166961,1387.2210720687983,4105.709976366862,250.30264259260045
2025-05-06,37602.023267131444,0.0,0.0,6651.548447339002,44253.57171447045,62147.12101372722,62147.12101372722,1416.4708754303442,6532.7505286890155,511.2262660493847
2025-05-07,38010.23164154844,0.0,0.0,8262.16879058113,46272.400432129565,62605.50604832452,62605.50604832452,1331.4222650743818,5168.245767960039,126.6496378600915
2025-05-08,41762.85212682212,0.0,0.0,4.7312677331490256e-11,41762.852126822174,66606.53052807173,66606.53052807173,1.2784440173163603e-11,6634.4239541205725,6.266986929404084e-12
2025-05-09,13903.215168149287,0.0,0.0,2.7240904643122124e-11,13903.215168149312,32192.817988095238,32192.817988095238,8.64730509420042e-12,20449.22511994328,4.831690603168681e-12
2025-05-10,14342.12972717905,0.0,0.0,2.7610772335151524e-11,14342.129727179075,32120.018304761907,32120.018304761907,9.374723219934822e-12,16702.89225576956,5.2162718588988355e-12
2025-05-11,41887.103206241394,0.0,0.0,190.9556441667205,42078.05885040812,67136.06957101705,67136.06957101705,28.693369047632395,7945.235656278093,4.884981308350689e-12
2025-05-12,42177.88831690069,0.0,0.0,4.03627140599383e-11,42177.88831690073,67988.9000372722,67988.9000372722,1.0651035609043902e-11,12718.981512455623,4.639844064513454e-12
2025-05-13,41991.515942529826,0.0,0.0,4.354670402051397e-11,41991.51594252987,68472.93384397414,68472.93384397414,1.2942535931870225e-11,11499.219485475325,8.540723683836404e-12
2025-05-14,41679.12215774547,0.0,0.0,3.41923751534523e-11,41679.12215774551,68070.68728035185,68070.68728035185,9.279688129026908e-12,11614.463876471793,7.048583938740194e-12
2025-05-15,41490.06358403887,0.0,0.0,6.818015307885616e-11,41490.06358403894,67043.74381722516,67043.74381722516,1.8035350990430743e-11,10680.44608877133,1.1645795439108042e-11
2025-05-16,13516.316666036433,0.0,0.0,2.695754375281467e-11,13516.31666603646,31204.809861904767,31204.809861904767,8.220979452744359e-12,25280.766459110833,5.4072302191343624e-12
2025-05-17,13758.837690174789,0.0,0.0,3.509273133195379e-11,13758.837690174825,31605.195818518518,31605.195818518518,1.0545397888250818e-11,17784.7511615103,5.9543481256696396e-12
2025-05-18,40819.25921691342,0.0,0.0,5.52989218860489e-11,40819.25921691347,65995.2197989418,65995.2197989418,1.615951816802408e-11,8703.645259765453,9.338307904727117e-12
2025-05-19,39663.25561291308,0.0,0.0,69.63851383336376,39732.89412674645,65323.663999941215,65323.663999941215,10.233433333341377,14526.686131820117,4.547473508864641e-12
2025-05-20,40012.53364987778,0.0,0.0,5.329237495743655e-11,40012.53364987784,65161.744281863605,65161.744281863605,1.4082957022765186e-11,6737.102413609655,9.400480394106125e-12
2025-05-21,40172.05140590269,0.0,0.0,5.400362823593241e-11,40172.05140590275,65554.1119003148,65554.1119003148,1.4594547792512458e-11,10630.588850340406,8.682832230988424e-12
2025-05-22,39374.08637073595,0.0,0.0,16.86434000004513,39390.950710736,64619.62622463257,64619.62622463257,2.5700000000110776,10138.215256200776,6.16751094639767e-12
2025-05-23,13060.49846692857,0.0,0.0,3.014628635611416e-11,13060.498466928602,30895.552035714285,30895.552035714285,7.974954030487424e-12,21145.497486261916,3.9532821460852574e-12
2025-05-24,13848.169279515068,0.0,0.0,2.7024333437708493e-11,13848.169279515096,31641.398041475604,31641.398041475604,7.641443033890027e-12,24545.2928574956,5.083489185153667e-12
2025-05-25,39438.20240890684,0.0,0.0,3.692071004479658e-11,39438.20240890687,64624.321655144035,64624.321655144035,1.0302869668521453e-11,12798.89298384775,6.73594513500575e-12
2025-05-26,39276.38807362282,0.0,0.0,3.637171808179574e-11,39276.38807362286,64085.04153980012,64085.04153980012,9.78950254193478e-12,5580.277902690192,6.279421427279885e-12
2025-05-27,39524.86787951558,0.0,0.0,4.212862947383655e-11,39524.86787951562,64678.752114697236,64678.752114697236,1.3315570868144277e-11,11921.336773143164,8.43414227347239e-12
2025-05-28,39616.02657696413,0.0,0.0,4.2223920360129344e-11,39616.02657696417,64088.81265302763,64088.81265302763,1.1475265182525618e-11,8310.397088124642,7.389644451905042e-12
2025-05-29,39310.832560286144,0.0,0.0,76.05226627625015,39386.88482656239,63714.306422251626,63714.306422251626,11.310569047635546,5982.855978925067,1.1603162874962436e-11
2025-05-30,13402.25751178823,0.0,0.0,5.0591379974207486e-11,13402.25751178828,30957.260628042328,30957.260628042328,1.5344170378739364e-11,20759.807378855105,8.427036846114788e-12
2025-05-31,12911.037731465476,0.0,0.0,1.9543655582765493e-11,12911.037731465498,30881.47476904762,30881.47476904762,6.401990049198503e-12,19091.720881569672,3.609557097661309e-12
2025-06-01,44123.50474435573,0.0,0.0,57588.063285953336,101711.56803030905,65440.276840299826,65440.276840299826,9440.683683536749,97.33485714286542,904.9074658436238
2025-06-02,43856.01282995152,0.0,0.0,42915.12912486304,86771.14195481458,66719.21391528455,66719.21391528455,7030.444122602601,1149.404614285728,746.4710228395104
2025-06-03,45497.075937826565,0.0,0.0,22314.107552955942,67811.18349078251,69297.89703547914,69297.89703547914,3832.9503586657984,498.5263261904948,568.6226919753149
2025-06-04,47442.4586353734,0.0,0.0,17622.4569405208,65064.91557589419,71270.11147279365,71270.11147279365,3069.0334573421605,291.60481666668034,703.7515302469216
2025-06-05,49826.05062213003,0.0,0.0,13477.569530489132,63303.62015261917,73251.84296963963,73251.84296963963,2644.3043719047805,247.7161000000207,926.0983333333418
2025-06-06,16259.449037174325,0.0,0.0,19969.368791196404,36228.81782837073,33816.67268054086,33816.67268054086,3709.1568272583877,3255.8968119047736,293.78518456790465
2025-06-07,17767.830073024525,0.0,0.0,7536.4834005970815,25304.313473621605,36772.42114761905,36772.42114761905,1255.6450583095373,2797.169691916535,7.542411140093463e-12
2025-06-08,61671.41688261594,0.0,0.0,4.179120338676512e-11,61671.41688261598,89324.81238312757,89324.81238312757,1.014655026665423e-11,21375.751114100545,5.9969806898152456e-12
2025-06-09,62283.69352450366,0.0,0.0,5.868916552742575e-11,62283.69352450371,88860.22055752498,88860.22055752498,1.3463008485814498e-11,14309.014897913008,7.252864975271223e-12
2025-06-10,62106.786195976194,0.0,0.0,4.4737163307218e-11,62106.78619597624,89274.63987380953,89274.63987380953,1.1510792319313623e-11,13993.29993927103,8.554934538551606e-12
2025-06-11,62876.45718326612,0.0,0.0,5.998828367381748e-11,62876.45718326617,90556.88843697825,90556.88843697825,1.3248957486666768e-11,9924.661037753398,8.346212609922077e-12
2025-06-12,63964.368292558705,0.0,0.0,4.6813195098138744e-11,63964.36829255875,91303.81246155204,91303.81246155204,1.1198153515579179e-11,15062.667540466213,6.59383658785373e-12
2025-06-13,23810.594177761563,0.0,0.0,2.598669013309518e-11,23810.594177761584,46882.696064903,46882.696064903,7.94031507211912e-12,15438.085410787487,5.552891479965183e-12
2025-06-14,24638.135697668185,0.0,0.0,2.5020931104791087e-11,24638.135697668207,47509.10494542211,47509.10494542211,7.766232101857895e-12,17991.765339818354,4.831690603168681e-12
2025-06-15,63252.97405647764,0.0,0.0,6.640289029746782e-11,63252.9740564777,90753.09330934743,90753.09330934743,1.6015633264032658e-11,16116.095823780146,8.895995051716454e-12
2025-06-16,64306.66197177787,0.0,0.0,5.86172745897784e-11,64306.661971777925,91250.6307425632,91250.6307425632,1.4239276424632408e-11,14702.041141606425,8.185452315956354e-12
2025-06-17,63578.522543121835,0.0,0.0,6.964983434443184e-11,63578.52254312191,91029.5077409171,91029.5077409171,1.5017320720289717e-11,12579.833144885371,7.133849067031406e-12
2025-06-18,65295.41488888496,0.0,0.0,5.564382199452211e-11,65295.41488888502,92795.93910543798,92795.93910543798,1.3224976669334865e-11,18042.401455232226,7.617018127348274e-12
2025-06-19,62941.91896229786,0.0,0.0,35.783080000050845,62977.70204229791,91314.25753333332,91314.25753333332,5.253333333346848,19610.17543853617,8.785860927673639e-12
2025-06-20,23051.39705149197,0.0,0.0,4.251272400779271e-11,23051.397051492015,45513.904669870666,45513.904669870666,1.355004997094511e-11,20409.637193619943,1.0189182830799837e-11
2025-06-21,22555.437832591022,0.0,0.0,4.391971941686279e-11,22555.437832591066,45249.053607407404,45249.053607407404,1.2740031252178596e-11,22710.646483285145,8.988365607365267e-12
2025-06-22,61857.45192360713,0.0,0.0,8.69112994905663e-11,61857.451923607216,88984.68271137567,88984.68271137567,2.0179413695586845e-11,18057.95487078427,1.1453948900452815e-11
2025-06-23,60791.0624063778,0.0,0.0,6.792153817158919e-11,60791.062406377874,88716.94928336273,88716.94928336273,1.5794476837527327e-11,17861.240688124653,8.873790591223951e-12
2025-06-24,61909.54559546785,0.0,0.0,6.499181814945132e-11,61909.54559546792,87644.00919379776,87644.00919379776,1.4569678796760854e-11,6765.9344870017785,6.377121053446899e-12
2025-06-25,60445.96067725047,0.0,0.0,5.263964863999604e-11,60445.96067725053,87897.57771666668,87897.57771666668,1.2861711695677513e-11,13549.755902161398,6.544986774770223e-12
2025-06-26,60059.400568041136,0.0,0.0,4.737296244172739e-11,60059.40056804118,88233.84006172839,88233.84006172839,1.1590728377086634e-11,17063.002939947106,7.37720995402924e-12
2025-06-27,20710.220506797727,0.0,0.0,4.451762891655164e-11,20710.22050679777,42858.50825282188,42858.50825282188,1.3079759497713894e-11,19798.818791669328,9.747314066999024e-12
2025-06-28,20798.955751064226,0.0,0.0,3.131674297662812e-11,20798.955751064263,43400.62279926514,43400.62279926514,9.887202168101794e-12,18178.639497672266,6.181721801112872e-12
2025-06-29,61158.40625080034,0.0,0.0,4.6210267612423194e-11,61158.406250800384,88813.36895023515,88813.36895023515,1.1150191880915372e-11,15063.675791034693,6.23856521997368e-12
2025-06-30,59175.733654021526,0.0,0.0,5.69843265907366e-11,59175.733654021584,86571.2157419753,86571.2157419753,1.530864324195136e-11,13017.094438536178,7.389644451905042e-12
2025-07-01,63682.485866506104,0.0,0.0,11560.0457568284,75242.53162333451,85997.0898531746,85997.0898531746,1919.5201175693824,4934.937733421537,576.5219701646139
2025-07-02,60722.02947871098,0.0,0.0,14730.896586781875,75452.92606549287,82418.20918330393,82418.20918330393,2293.1411555999543,8303.648912316297,660.7662705761384
2025-07-03,60460.01167844221,0.0,0.0,24432.33007776639,84892.34175620861,80991.0263446502,80991.0263446502,3454.176603291609,422.3657976190632,556.1407257201691
2025-07-04,21322.183893981426,0.0,0.0,17812.06012266661,39134.24401664804,37974.611840476195,37974.611840476195,4494.312986345103,9844.938057613184,796.3472181070002
2025-07-05,20969.077700455477,0.0,0.0,20185.66845266989,41154.746153125365,38378.24793095238,38378.24793095238,4275.8172914450415,10372.19721904763,473.54763868313245
2025-07-06,57901.682175103706,0.0,0.0,47172.85994242299,105074.54211752671,77682.56725698354,77682.56725698354,6244.986957288958,350.325873809541,768.7903183127593
2025-07-07,57535.55460325715,0.0,0.0,10086.330993384816,67621.88559664195,78673.31859662553,78673.31859662553,1531.7268553800816,2915.5735044444596,348.6054253086453
2025-07-08,69837.08350587463,0.0,0.0,10.66319035720447,69847.74669623183,93626.37922310407,93626.37922310407,1.2698809523948427,13944.286851273973,8.306244581035571e-12
2025-07-09,69210.03012203533,0.0,0.0,4.0931929845555716e-11,69210.03012203537,92794.38213500059,92794.38213500059,1.0061285138363019e-11,14860.979960259858,6.977529665164184e-12
