日期,发布时间,交易时间段,购电量_kWh
2025-02-01,00:00,22:00-22:10,1273.7498833333334
2025-02-01,00:00,22:10-22:20,1278.1593166666667
2025-02-01,00:00,22:20-22:30,707.3439300411524
2025-02-01,00:00,22:30-22:40,1284.2035833333334
2025-02-01,00:00,22:40-22:50,1270.6219999999998
2025-02-01,00:00,22:50-23:00,1274.6066666666666
2025-02-01,00:00,23:00-23:10,1239.7267333333334
2025-02-01,00:00,23:10-23:20,427.1656666666666
2025-02-01,00:00,23:20-23:30,461.23333333333335
2025-02-01,00:00,23:30-23:40,450.75023333333337
2025-02-01,00:00,23:40-23:50,503.02915
2025-02-01,00:00,23:50-24:00,0.0
2025-02-01,06:00,06:00-06:10,0.0
2025-02-01,06:00,06:10-06:20,0.0
2025-02-01,06:00,06:20-06:30,0.0
2025-02-01,06:00,06:30-06:40,0.0
2025-02-01,06:00,06:40-06:50,0.0
2025-02-01,06:00,06:50-07:00,0.0
2025-02-01,06:00,07:00-07:10,0.0
2025-02-01,06:00,07:10-07:20,0.0
2025-02-01,06:00,07:20-07:30,0.0
2025-02-01,06:00,07:30-07:40,0.0
2025-02-01,06:00,07:40-07:50,0.0
2025-02-01,06:00,07:50-08:00,0.0
2025-02-01,06:00,08:00-08:10,0.0
2025-02-01,06:00,08:10-08:20,0.0
2025-02-01,06:00,08:20-08:30,0.0
2025-02-01,06:00,08:30-08:40,0.0
2025-02-01,06:00,08:40-08:50,0.0
2025-02-01,06:00,08:50-09:00,0.0
2025-02-01,06:00,09:00-09:10,0.0
2025-02-01,06:00,09:10-09:20,0.0
2025-02-01,06:00,09:20-09:30,0.0
2025-02-01,06:00,09:30-09:40,0.0
2025-02-01,06:00,09:40-09:50,0.0
2025-02-01,06:00,09:50-10:00,0.0
2025-02-01,06:00,10:00-10:10,0.0
2025-02-01,06:00,10:10-10:20,0.0
2025-02-01,06:00,10:20-10:30,0.0
2025-02-01,06:00,10:30-10:40,0.0
2025-02-01,06:00,10:40-10:50,0.0
2025-02-01,06:00,10:50-11:00,456.07227051006845
2025-02-01,06:00,11:00-11:10,371.55599916321256
2025-02-01,06:00,11:10-11:20,0.0
2025-02-01,06:00,11:20-11:30,0.0
2025-02-01,06:00,11:30-11:40,0.0
2025-02-01,06:00,11:40-11:50,0.0
2025-02-01,06:00,11:50-12:00,0.0
2025-02-01,06:00,12:00-12:10,422.53784814520543
2025-02-01,06:00,12:10-12:20,255.57773948393742
2025-02-01,06:00,12:20-12:30,0.0
2025-02-01,06:00,12:30-12:40,0.0
2025-02-01,06:00,12:40-12:50,0.0
2025-02-01,06:00,12:50-13:00,0.0
2025-02-01,06:00,13:00-13:10,0.0
2025-02-01,06:00,13:10-13:20,0.0
2025-02-01,06:00,13:20-13:30,0.0
2025-02-01,06:00,13:30-13:40,0.0
2025-02-01,06:00,13:40-13:50,0.0
2025-02-01,06:00,13:50-14:00,0.0
2025-02-01,06:00,14:00-14:10,0.0
2025-02-01,06:00,14:10-14:20,0.0
2025-02-01,06:00,14:20-14:30,0.0
2025-02-01,06:00,14:30-14:40,0.0
2025-02-01,06:00,14:40-14:50,0.0
2025-02-01,06:00,14:50-15:00,65.05191475739646
2025-02-01,06:00,15:00-15:10,151.96834936069425
2025-02-01,06:00,15:10-15:20,141.75297971382474
2025-02-01,06:00,15:20-15:30,218.06876900283365
2025-02-01,06:00,15:30-15:40,277.9318647654342
2025-02-01,06:00,15:40-15:50,285.0669278546966
2025-02-01,06:00,15:50-16:00,324.54835310461436
2025-02-01,06:00,16:00-16:10,330.2850261467451
2025-02-01,06:00,16:10-16:20,390.1751107275657
2025-02-01,06:00,16:20-16:30,495.5238888145359
2025-02-01,06:00,16:30-16:40,524.8673111111109
2025-02-01,06:00,16:40-16:50,484.1117333333334
2025-02-01,06:00,16:50-17:00,432.46641666666665
2025-02-01,06:00,17:00-17:10,441.4249109038714
2025-02-01,06:00,17:10-17:20,399.07598479741836
2025-02-01,06:00,17:20-17:30,451.10824453318395
2025-02-01,06:00,17:30-17:40,465.37130555555547
2025-02-01,06:00,17:40-17:50,473.61153611111104
2025-02-01,06:00,17:50-18:00,0.0
2025-02-01,06:00,18:00-18:10,0.0
2025-02-01,06:00,18:10-18:20,0.0
2025-02-01,06:00,18:20-18:30,0.0
2025-02-01,06:00,18:30-18:40,252.12855000000076
2025-02-01,06:00,18:40-18:50,0.0
2025-02-01,06:00,18:50-19:00,0.0
2025-02-01,06:00,19:00-19:10,0.0
2025-02-01,06:00,19:10-19:20,0.0
2025-02-01,06:00,19:20-19:30,0.0
2025-02-01,06:00,19:30-19:40,0.0
2025-02-01,06:00,19:40-19:50,0.0
2025-02-01,06:00,19:50-20:00,0.0
2025-02-01,06:00,20:00-20:10,0.0
2025-02-01,06:00,20:10-20:20,0.0
2025-02-01,06:00,20:20-20:30,0.0
2025-02-01,06:00,20:30-20:40,0.0
2025-02-01,06:00,20:40-20:50,0.0
2025-02-01,06:00,20:50-21:00,535.77
2025-02-01,06:00,21:00-21:10,525.6589833333334
2025-02-01,06:00,21:10-21:20,486.8260833333333
2025-02-01,06:00,21:20-21:30,471.3283333333333
2025-02-01,06:00,21:30-21:40,495.92508333333336
2025-02-01,06:00,21:40-21:50,555.2745399943988
2025-02-01,06:00,21:50-22:00,1297.1366666666668
2025-02-01,06:00,22:00-22:10,1289.375147548613
2025-02-01,06:00,22:10-22:20,1278.1593166666667
2025-02-01,06:00,22:20-22:30,707.3439300411524
2025-02-01,06:00,22:30-22:40,1284.2035833333334
2025-02-01,06:00,22:40-22:50,1201.8742074373158
2025-02-01,06:00,22:50-23:00,1151.987817059724
2025-02-01,06:00,23:00-23:10,1239.7267333333334
2025-02-01,06:00,23:10-23:20,475.0722173485976
2025-02-01,06:00,23:20-23:30,461.23333333333335
2025-02-01,06:00,23:30-23:40,450.75023333333337
2025-02-01,06:00,23:40-23:50,503.02915
2025-02-01,06:00,23:50-24:00,0.0
2025-02-01,12:00,12:00-12:10,0.0
2025-02-01,12:00,12:10-12:20,0.0
2025-02-01,12:00,12:20-12:30,0.0
2025-02-01,12:00,12:30-12:40,0.0
2025-02-01,12:00,12:40-12:50,0.0
2025-02-01,12:00,12:50-13:00,0.0
2025-02-01,12:00,13:00-13:10,0.0
2025-02-01,12:00,13:10-13:20,0.0
2025-02-01,12:00,13:20-13:30,0.0
2025-02-01,12:00,13:30-13:40,0.0
2025-02-01,12:00,13:40-13:50,0.0
2025-02-01,12:00,13:50-14:00,0.0
2025-02-01,12:00,14:00-14:10,0.0
2025-02-01,12:00,14:10-14:20,0.0
2025-02-01,12:00,14:20-14:30,0.0
2025-02-01,12:00,14:30-14:40,0.0
2025-02-01,12:00,14:40-14:50,0.0
2025-02-01,12:00,14:50-15:00,60.215448140918774
2025-02-01,12:00,15:00-15:10,80.57808614230225
2025-02-01,12:00,15:10-15:20,119.86599829606196
2025-02-01,12:00,15:20-15:30,180.0868731481578
2025-02-01,12:00,15:30-15:40,267.7504079358799
2025-02-01,12:00,15:40-15:50,331.848485534701
2025-02-01,12:00,15:50-16:00,350.94144042061663
2025-02-01,12:00,16:00-16:10,336.7231808992069
2025-02-01,12:00,16:10-16:20,391.6965966411282
2025-02-01,12:00,16:20-16:30,462.9414701282937
2025-02-01,12:00,16:30-16:40,495.5433727885545
2025-02-01,12:00,16:40-16:50,484.1117333333334
2025-02-01,12:00,16:50-17:00,432.46641666666665
2025-02-01,12:00,17:00-17:10,454.4627
2025-02-01,12:00,17:10-17:20,468.94352222222216
2025-02-01,12:00,17:20-17:30,463.3510333333332
2025-02-01,12:00,17:30-17:40,465.37130555555547
2025-02-01,12:00,17:40-17:50,473.61153611111104
2025-02-01,12:00,17:50-18:00,0.0
2025-02-01,12:00,18:00-18:10,0.0
2025-02-01,12:00,18:10-18:20,0.0
2025-02-01,12:00,18:20-18:30,0.0
2025-02-01,12:00,18:30-18:40,252.12855000000076
2025-02-01,12:00,18:40-18:50,0.0
2025-02-01,12:00,18:50-19:00,0.0
2025-02-01,12:00,19:00-19:10,0.0
2025-02-01,12:00,19:10-19:20,0.0
2025-02-01,12:00,19:20-19:30,0.0
2025-02-01,12:00,19:30-19:40,0.0
2025-02-01,12:00,19:40-19:50,0.0
2025-02-01,12:00,19:50-20:00,0.0
2025-02-01,12:00,20:00-20:10,0.0
2025-02-01,12:00,20:10-20:20,0.0
2025-02-01,12:00,20:20-20:30,0.0
2025-02-01,12:00,20:30-20:40,0.0
2025-02-01,12:00,20:40-20:50,0.0
2025-02-01,12:00,20:50-21:00,535.77
2025-02-01,12:00,21:00-21:10,525.6589833333334
2025-02-01,12:00,21:10-21:20,486.8260833333333
2025-02-01,12:00,21:20-21:30,471.3283333333333
2025-02-01,12:00,21:30-21:40,495.92508333333336
2025-02-01,12:00,21:40-21:50,497.74545000000006
2025-02-01,12:00,21:50-22:00,1311.9535669408708
2025-02-01,12:00,22:00-22:10,1284.926900924834
2025-02-01,12:00,22:10-22:20,1278.1593166666667
2025-02-01,12:00,22:20-22:30,707.3439300411524
2025-02-01,12:00,22:30-22:40,1284.2035833333334
2025-02-01,12:00,22:40-22:50,1248.5488367270564
2025-02-01,12:00,22:50-23:00,1237.987329072454
2025-02-01,12:00,23:00-23:10,1255.44421962058
2025-02-01,12:00,23:10-23:20,446.8232292532319
2025-02-01,12:00,23:20-23:30,461.23333333333335
2025-02-01,12:00,23:30-23:40,453.64028794277414
2025-02-01,12:00,23:40-23:50,512.1666189969161
2025-02-01,12:00,23:50-24:00,0.0
2025-02-01,18:00,18:00-18:10,0.0
2025-02-01,18:00,18:10-18:20,0.0
2025-02-01,18:00,18:20-18:30,0.0
2025-02-01,18:00,18:30-18:40,252.12855000000076
2025-02-01,18:00,18:40-18:50,0.0
2025-02-01,18:00,18:50-19:00,0.0
2025-02-01,18:00,19:00-19:10,0.0
2025-02-01,18:00,19:10-19:20,0.0
2025-02-01,18:00,19:20-19:30,0.0
2025-02-01,18:00,19:30-19:40,0.0
2025-02-01,18:00,19:40-19:50,0.0
2025-02-01,18:00,19:50-20:00,0.0
2025-02-01,18:00,20:00-20:10,0.0
2025-02-01,18:00,20:10-20:20,0.0
2025-02-01,18:00,20:20-20:30,0.0
2025-02-01,18:00,20:30-20:40,0.0
2025-02-01,18:00,20:40-20:50,0.0
2025-02-01,18:00,20:50-21:00,535.77
2025-02-01,18:00,21:00-21:10,525.6589833333334
2025-02-01,18:00,21:10-21:20,486.8260833333333
2025-02-01,18:00,21:20-21:30,471.3283333333333
2025-02-01,18:00,21:30-21:40,495.92508333333336
2025-02-01,18:00,21:40-21:50,497.74545000000006
2025-02-01,18:00,21:50-22:00,1271.9110104953124
2025-02-01,18:00,22:00-22:10,1262.3321737773933
2025-02-01,18:00,22:10-22:20,1278.1593166666667
2025-02-01,18:00,22:20-22:30,707.3439300411524
2025-02-01,18:00,22:30-22:40,1284.2035833333334
2025-02-01,18:00,22:40-22:50,1270.6219999999998
2025-02-01,18:00,22:50-23:00,1279.7703833784465
2025-02-01,18:00,23:00-23:10,1239.7267333333334
2025-02-01,18:00,23:10-23:20,427.1656666666666
2025-02-01,18:00,23:20-23:30,461.23333333333335
2025-02-01,18:00,23:30-23:40,462.5885071347479
2025-02-01,18:00,23:40-23:50,504.492064013203
2025-02-01,18:00,23:50-24:00,0.0
2025-02-02,00:00,00:00-00:10,616.6141833333334
2025-02-02,00:00,00:10-00:20,1445.0035333333333
2025-02-02,00:00,00:20-00:30,1446.9016666666666
2025-02-02,00:00,00:30-00:40,1448.3825333333334
2025-02-02,00:00,00:40-00:50,625.6716
2025-02-02,00:00,00:50-01:00,667.2966666666666
2025-02-02,00:00,01:00-01:10,659.0388
2025-02-02,00:00,01:10-01:20,646.9692
2025-02-02,00:00,01:20-01:30,1497.0366666666666
2025-02-02,00:00,01:30-01:40,630.2988833333333
2025-02-02,00:00,01:40-01:50,617.3213666666667
2025-02-02,00:00,01:50-02:00,669.955
2025-02-02,00:00,02:00-02:10,690.80125
2025-02-02,00:00,02:10-02:20,717.2813
2025-02-02,00:00,02:20-02:30,701.0383333333333
2025-02-02,00:00,02:30-02:40,669.18275
2025-02-02,00:00,02:40-02:50,988.3302333333334
2025-02-02,00:00,02:50-03:00,1469.9066666666668
2025-02-02,00:00,03:00-03:10,663.2514166666666
2025-02-02,00:00,03:10-03:20,702.1351666666666
2025-02-02,00:00,03:20-03:30,1559.1666666666667
2025-02-02,00:00,03:30-03:40,705.4048666666667
2025-02-02,00:00,03:40-03:50,699.2422499999999
2025-02-02,00:00,03:50-04:00,720.5333333333334
2025-02-02,00:00,04:00-04:10,733.0901
2025-02-02,00:00,04:10-04:20,723.4607500000001
2025-02-02,00:00,04:20-04:30,728.9216666666667
2025-02-02,00:00,04:30-04:40,78.64856666666674
2025-02-02,00:00,04:40-04:50,742.2962000000001
2025-02-02,00:00,04:50-05:00,702.0066666666667
2025-02-02,00:00,05:00-05:10,724.6610166666666
2025-02-02,00:00,05:10-05:20,754.6504333333334
2025-02-02,00:00,05:20-05:30,729.08
2025-02-02,00:00,05:30-05:40,1585.35285
2025-02-02,00:00,05:40-05:50,828.5208666666667
2025-02-02,00:00,05:50-06:00,928.2483333333333
2025-02-02,00:00,06:00-06:10,914.936911111111
2025-02-02,00:00,06:10-06:20,913.2022500000002
2025-02-02,00:00,06:20-06:30,923.2204666666667
2025-02-02,00:00,06:30-06:40,883.6287888888888
2025-02-02,00:00,06:40-06:50,877.85905
2025-02-02,00:00,06:50-07:00,901.1392500000002
2025-02-02,00:00,07:00-07:10,191.99267499999996
2025-02-02,00:00,07:10-07:20,809.1975944444443
2025-02-02,00:00,07:20-07:30,765.9267333333333
2025-02-02,00:00,07:30-07:40,1502.6308111111111
2025-02-02,00:00,07:40-07:50,718.5356944444443
2025-02-02,00:00,07:50-08:00,67.08603333333315
2025-02-02,00:00,08:00-08:10,20.781244444444496
2025-02-02,00:00,08:10-08:20,0.0
2025-02-02,00:00,08:20-08:30,0.0
2025-02-02,00:00,08:30-08:40,0.0
2025-02-02,00:00,08:40-08:50,0.0
2025-02-02,00:00,08:50-09:00,0.0
2025-02-02,00:00,09:00-09:10,0.0
2025-02-02,00:00,09:10-09:20,0.0
2025-02-02,00:00,09:20-09:30,203.93906388888894
2025-02-02,00:00,09:30-09:40,443.4951111111111
2025-02-02,00:00,09:40-09:50,0.0
2025-02-02,00:00,09:50-10:00,0.0
2025-02-02,00:00,10:00-10:10,0.0
2025-02-02,00:00,10:10-10:20,0.0
2025-02-02,00:00,10:20-10:30,0.0
2025-02-02,00:00,10:30-10:40,0.0
2025-02-02,00:00,10:40-10:50,0.0
2025-02-02,00:00,10:50-11:00,1049.8424333333332
2025-02-02,00:00,11:00-11:10,1008.968652777778
2025-02-02,00:00,11:10-11:20,1038.0763555555554
2025-02-02,00:00,11:20-11:30,1054.3116083333334
2025-02-02,00:00,11:30-11:40,1021.0454611111112
2025-02-02,00:00,11:40-11:50,986.7302472222221
2025-02-02,00:00,11:50-12:00,973.6345000000001
2025-02-02,00:00,12:00-12:10,943.6813805555555
2025-02-02,00:00,12:10-12:20,985.598227777778
2025-02-02,00:00,12:20-12:30,959.1097916666666
2025-02-02,00:00,12:30-12:40,956.9724111111112
2025-02-02,00:00,12:40-12:50,989.4392361111115
2025-02-02,00:00,12:50-13:00,217.73201666666668
2025-02-02,00:00,13:00-13:10,190.60735833333334
2025-02-02,00:00,13:10-13:20,216.57049999999995
2025-02-02,00:00,13:20-13:30,290.7856749999999
2025-02-02,00:00,13:30-13:40,303.0882888888891
2025-02-02,00:00,13:40-13:50,319.9581194444445
2025-02-02,00:00,13:50-14:00,0.0
2025-02-02,00:00,14:00-14:10,0.0
2025-02-02,00:00,14:10-14:20,0.0
2025-02-02,00:00,14:20-14:30,0.0
2025-02-02,00:00,14:30-14:40,0.0
2025-02-02,00:00,14:40-14:50,0.0
2025-02-02,00:00,14:50-15:00,1323.4022
2025-02-02,00:00,15:00-15:10,1339.0771499999998
2025-02-02,00:00,15:10-15:20,942.3070554183817
2025-02-02,00:00,15:20-15:30,1457.017475
2025-02-02,00:00,15:30-15:40,1509.5638555555556
2025-02-02,00:00,15:40-15:50,715.3512249999999
2025-02-02,00:00,15:50-16:00,767.6697666666665
2025-02-02,00:00,16:00-16:10,801.0599027777777
2025-02-02,00:00,16:10-16:20,826.4959666666665
2025-02-02,00:00,16:20-16:30,867.50105
2025-02-02,00:00,16:30-16:40,926.7637055555556
2025-02-02,00:00,16:40-16:50,976.5983305555555
2025-02-02,00:00,16:50-17:00,1003.936
2025-02-02,00:00,17:00-17:10,1010.8563416666666
2025-02-02,00:00,17:10-17:20,1024.2108055555557
2025-02-02,00:00,17:20-17:30,1067.4199916666664
2025-02-02,00:00,17:30-17:40,1089.433638888889
2025-02-02,00:00,17:40-17:50,950.2688777777779
2025-02-02,00:00,17:50-18:00,750.5783333333334
2025-02-02,00:00,18:00-18:10,730.9488833333335
2025-02-02,00:00,18:10-18:20,763.2811499999999
2025-02-02,00:00,18:20-18:30,744.1283333333334
2025-02-02,00:00,18:30-18:40,790.5094166666668
2025-02-02,00:00,18:40-18:50,403.0290166666672
2025-02-02,00:00,18:50-19:00,0.0
2025-02-02,00:00,19:00-19:10,0.0
2025-02-02,00:00,19:10-19:20,0.0
2025-02-02,00:00,19:20-19:30,0.0
2025-02-02,00:00,19:30-19:40,0.0
2025-02-02,00:00,19:40-19:50,0.0
2025-02-02,00:00,19:50-20:00,0.0
2025-02-02,00:00,20:00-20:10,0.0
2025-02-02,00:00,20:10-20:20,0.0
2025-02-02,00:00,20:20-20:30,0.0
2025-02-02,00:00,20:30-20:40,0.0
2025-02-02,00:00,20:40-20:50,759.5384666666667
2025-02-02,00:00,20:50-21:00,746.1483333333334
2025-02-02,00:00,21:00-21:10,751.3841166666667
2025-02-02,00:00,21:10-21:20,746.1732499999999
2025-02-02,00:00,21:20-21:30,734.1983333333333
2025-02-02,00:00,21:30-21:40,748.3404833333334
2025-02-02,00:00,21:40-21:50,699.1306333333333
2025-02-02,00:00,21:50-22:00,1438.6733333333334
2025-02-02,00:00,22:00-22:10,1423.5055333333335
2025-02-02,00:00,22:10-22:20,1422.5144
2025-02-02,00:00,22:20-22:30,1426.6516666666666
2025-02-02,00:00,22:30-22:40,590.9567333333333
2025-02-02,00:00,22:40-22:50,608.2767499999999
2025-02-02,00:00,22:50-23:00,1448.4083333333333
2025-02-02,00:00,23:00-23:10,1416.1180666666667
2025-02-02,00:00,23:10-23:20,611.7525999999999
2025-02-02,00:00,23:20-23:30,1490.7633333333333
2025-02-02,00:00,23:30-23:40,613.45735
2025-02-02,00:00,23:40-23:50,610.8595833333334
2025-02-02,00:00,23:50-24:00,238.6633333333333
2025-02-02,06:00,06:00-06:10,899.5678225289788
2025-02-02,06:00,06:10-06:20,913.2022500000002
2025-02-02,06:00,06:20-06:30,918.7232714413772
2025-02-02,06:00,06:30-06:40,881.0566151127305
2025-02-02,06:00,06:40-06:50,861.4463329599838
2025-02-02,06:00,06:50-07:00,892.7953880782184
2025-02-02,06:00,07:00-07:10,191.99267499999996
2025-02-02,06:00,07:10-07:20,809.1975944444443
2025-02-02,06:00,07:20-07:30,765.9267333333333
2025-02-02,06:00,07:30-07:40,1465.4865433527484
2025-02-02,06:00,07:40-07:50,718.5356944444443
2025-02-02,06:00,07:50-08:00,81.89096634098087
2025-02-02,06:00,08:00-08:10,20.781244444444496
2025-02-02,06:00,08:10-08:20,0.0
2025-02-02,06:00,08:20-08:30,0.0
2025-02-02,06:00,08:30-08:40,0.0
2025-02-02,06:00,08:40-08:50,0.0
2025-02-02,06:00,08:50-09:00,0.0
2025-02-02,06:00,09:00-09:10,0.0
2025-02-02,06:00,09:10-09:20,0.0
2025-02-02,06:00,09:20-09:30,203.93906388888894
2025-02-02,06:00,09:30-09:40,0.0
2025-02-02,06:00,09:40-09:50,0.0
2025-02-02,06:00,09:50-10:00,0.0
2025-02-02,06:00,10:00-10:10,0.0
2025-02-02,06:00,10:10-10:20,0.0
2025-02-02,06:00,10:20-10:30,0.0
2025-02-02,06:00,10:30-10:40,0.0
2025-02-02,06:00,10:40-10:50,0.0
2025-02-02,06:00,10:50-11:00,884.2587598396542
2025-02-02,06:00,11:00-11:10,920.2894199380374
2025-02-02,06:00,11:10-11:20,940.4840359734193
2025-02-02,06:00,11:20-11:30,935.5578026033938
2025-02-02,06:00,11:30-11:40,895.1136676674384
2025-02-02,06:00,11:40-11:50,831.3983961538079
2025-02-02,06:00,11:50-12:00,812.1936230365993
2025-02-02,06:00,12:00-12:10,876.4473199314723
2025-02-02,06:00,12:10-12:20,885.7789525743177
2025-02-02,06:00,12:20-12:30,880.8541708260202
2025-02-02,06:00,12:30-12:40,855.2603855999605
2025-02-02,06:00,12:40-12:50,885.2482113962931
2025-02-02,06:00,12:50-13:00,135.44700311351798
2025-02-02,06:00,13:00-13:10,93.07519875365172
2025-02-02,06:00,13:10-13:20,135.09163458728258
2025-02-02,06:00,13:20-13:30,190.74070311476171
2025-02-02,06:00,13:30-13:40,156.07688064314274
2025-02-02,06:00,13:40-13:50,139.27140374930414
2025-02-02,06:00,13:50-14:00,0.0
