date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,emergency_energy,spill_energy,projection_count,ending_inventory,planned_energy,adjusted_energy
2025-02-15,18762.692954009617,3.6590795644198844,-460.9862229115167,4.494707894764361e-11,18305.365810662563,1.5504042494285386e-11,3138.5036911208026,0.0,10539.19418454808,44468.42575519815,42494.378947485326
2025-02-16,58022.10051269393,826.1956878190142,-2686.8384972367,69.87824742137514,56231.33595069762,12.854282298834041,2.177058533447962e-11,0.0,7109.635833900005,81693.20969474065,75743.41991685645
2025-02-17,57706.838860723605,3.476167014898804,-3346.7566110464313,163.72530836562544,54527.2837250577,26.61401640921389,725.4565510689355,0.0,6242.395210924009,83640.29949718516,75198.6166229675
2025-02-18,50777.91082533685,765.4010377413649,-10.268329735287601,7.610479002551074e-11,51533.043533343,2.0978774273316958e-11,788.6565121055813,0.0,4565.92353117606,74374.68938778699,75042.44771227744
2025-02-19,52544.233137726864,1316.464458125076,-172.76389581222097,254.28373656322998,53942.21743660295,46.881219867858874,638.1908988943138,0.0,5737.406548794581,78178.21471280453,79052.56787068729
2025-02-20,52817.13099572363,103.33972732368932,-1406.864205777992,185.69910100265776,51699.30561827199,33.09849407409,1262.7626000065168,0.0,2212.3876934315426,76627.747632415,73012.28329325811
2025-02-21,16594.140900520746,1.6727312868169976e-13,-98.95252561308985,3.65353116649203e-11,16495.18837490769,1.2676082405960187e-11,6041.36626654305,0.0,5935.617868081343,40367.81541775532,39854.08213357555
2025-02-22,17079.365081089927,7.408686997223413e-14,-67.76515273753648,3.4737368537207654e-11,17011.59992835243,1.1425527191022411e-11,3693.7721329318138,0.0,10368.309994505036,40813.614738073025,40526.143397629836
2025-02-23,51707.62193925837,523.8041402650779,-1468.832159829099,87.7773479714755,50850.371267665825,17.001005164025447,702.3720972277804,0.0,6405.917927059623,75243.7664568973,72102.46692767511
2025-02-24,49951.38281217367,466.41252682826564,-518.7918679914324,148.54576843338936,50047.5492394439,29.072466666682132,1357.3329996039502,0.0,5374.949775326317,73245.03345258071,72672.26693483665
2025-02-25,53517.78280511647,7.034714144538156e-13,-2914.7112118754994,159.5795400000608,50762.65113324103,31.0950000000161,2163.077648023952,0.0,7050.999796461856,81715.00441496691,74305.51123632956
2025-02-26,48031.49136574422,1862.5448647600638,-98.10981247586317,7.504146459780259e-11,49795.926418028495,1.7342571823064645e-11,911.4169014688418,0.0,7110.0,72871.24934783707,74454.81340896078
2025-02-27,43166.33876740506,2448.6006587971833,-2.1928847401143883,6.98874256244153e-11,45612.746541462206,1.658584380948014e-11,306.0358318454959,0.0,3186.160095446779,65261.22049127311,67554.8402242655
2025-02-28,14691.29433628591,22.34067657652789,-92.60931941312055,3.6842521922153536e-11,14621.025693449354,1.1539214028744027e-11,7090.7143788294425,0.0,4281.279345076506,35695.43850820615,35436.328247355435
2025-03-01,18422.380127277127,0.0,-754.5034140966554,2.522811115568402e-11,17667.876713180496,1.0011547146859812e-11,7959.843017058008,0.0,10107.294024996349,46147.74790257979,42213.810305154875
2025-03-02,53104.73177617323,857.1457347193757,-1506.3510890358762,6.844268707340006e-11,52455.5264218568,1.7847057165454316e-11,2837.9780330839762,0.0,5122.933406002781,76673.03222257413,74202.48827545586
2025-03-03,54664.614342529414,892.6931512381883,-1340.218181176977,5.7222163007963906e-11,54217.08931259068,1.4146905868983595e-11,1847.2653268482172,0.0,4744.379193413943,81166.75852933334,78171.25583855953
2025-03-04,47241.032759177804,2545.506705555271,-78.34822727157322,8.688581942806194e-11,49708.19123746159,2.2726709403286804e-11,486.3532182284166,0.0,4292.0827634115185,71496.57838479202,73251.85322576812
2025-03-05,54595.59340096678,782.0964983571489,-3366.7895863272033,785.4426075367019,52796.342920533425,167.00703623957486,2279.5014475071653,0.0,7701.316500494374,84604.21387109393,76603.97897748377
2025-03-06,45750.01970303427,1.7502552740467082e-13,-866.5324246782104,6.250422757148044e-11,44883.48727835612,1.6477486042276723e-11,2354.308101505838,0.0,1511.462516102834,68241.89431391344,65999.5448681535
2025-03-07,15667.40321147759,1.2052225883962822e-13,-283.0167284346102,2.7379130074223212e-11,15384.386483043007,1.0167866548727034e-11,8752.72103281759,0.0,5422.728329016037,38654.89474094134,37750.105924450676
2025-03-08,14574.987627765167,612.1276008129773,-4.42355485574808e-14,2.881176897062687e-11,15187.115228578174,7.844391802791506e-12,9594.31765182438,0.0,9660.0,36483.704204008725,37098.06464760566
2025-03-09,45802.99233407267,56.06511685175656,-1743.6378591534144,7.234911247877562e-11,44115.41959177108,2.205702287483291e-11,1408.0615399127162,0.0,5897.549403917109,70335.23539875282,65380.64111172344
2025-03-10,48141.67250387092,1086.276731892365,-32.99314954963246,7.202421947738458e-11,49194.95608621372,2.049560521300009e-11,709.6367580204809,0.0,7476.845921427117,74138.76053069874,75089.52431605115
2025-03-11,40734.23544899943,3707.555649138634,-0.5323330505069135,7.96766901345336e-11,44441.258765087645,2.2144064359963522e-11,903.7255333844545,0.0,5367.401819469938,63106.16489657077,67233.49833553038
2025-03-12,47096.02705970123,5.201513886277099e-13,-1026.5446309469226,5.581613038430078e-11,46069.48242875436,1.6086687537608668e-11,2652.417030631401,0.0,6695.247836442976,73840.94845167891,70868.05611547604
2025-03-13,46807.883653373225,545.6099479808282,-793.1883139871618,399.73454597874616,46960.03983334563,64.81296656148267,1670.7092590331267,0.0,1808.5294350002002,69563.57674782547,68262.281689583
2025-03-14,13652.984399212233,620.9806594356935,-0.42106901693978255,2.760321425020156,14276.304311056007,0.7818500000066528,11552.239641178832,0.0,5314.180939722124,34576.3430870692,35160.027709734575
2025-03-15,14605.929033307144,401.1012559051975,-2.056963399340014,158.59884367825703,15163.572169491259,37.73540850199436,7295.937312559661,0.0,9787.21498574839,37038.73011045487,37433.71037556124
2025-03-16,44002.05146795729,1393.659496663443,-600.1446466471139,8.08110000004926,44803.64741797366,1.6400000000151698,2934.195770589922,0.0,6897.184016862034,67378.08213712646,67743.1466902206
2025-03-17,38030.417923425266,1971.9533800214315,-891.6606921328034,7.452017314335535e-11,39110.71061131397,1.91491267287347e-11,738.2133608266773,0.0,3750.0,61047.2908935906,59364.387950070835
2025-03-18,49177.73250966762,6.144034614408156e-13,-2860.890814510205,5.7833313249489035e-11,46316.841695157476,1.4789947044846485e-11,2015.104332536375,0.0,5833.233138826839,77567.43978161874,69448.77898619245
2025-03-19,39208.525747726686,2219.5958236518863,-0.30161514136959033,3.977721002752788e-11,41427.81995623724,1.0524716514970223e-11,1822.488991996433,0.0,5641.207106651731,62673.16173148629,65430.54111407355
2025-03-20,43206.46397894042,8.762953029872733e-13,-837.0207776921092,5.426641536132592e-11,42369.44320124836,1.48929757415317e-11,1150.6963403423463,0.0,1868.6911765445166,65885.8967945008,63514.1688146277
2025-03-21,13388.074418043954,282.13670754992256,-64.4703274987751,2.4192274850065585e-11,13605.740798095125,9.265477274311706e-12,14843.270713293914,0.0,4587.90547196461,33575.96593728462,33642.98951974473
2025-03-22,15118.078709257512,0.0,-3.1500978784124163,2.2172059743752467e-11,15114.928611379122,7.16227077646181e-12,12399.647047682436,0.0,9690.0,37559.00723705707,37543.19211034863
2025-03-23,43074.78384319606,4.022808752779383e-13,-2190.9071149578676,128.4420592270302,41012.31878746523,25.74205838939858,3135.918588913698,0.0,5142.838119668393,67275.55326498521,61369.12774103129
2025-03-24,42578.10062347894,100.38608733612634,-943.1710113262299,4.725704982888601e-11,41735.31569948888,1.4559020655724453e-11,2478.6524362689765,0.0,5871.566958614991,68910.55582177595,65676.78452213321
2025-03-25,46402.100696092355,9.231536505750851,-2280.1433124896193,6.102287208875622e-11,44131.18892010854,1.8982149185831076e-11,2191.5547741525424,0.0,5081.976194051102,73400.4193768663,66312.33498479806
2025-03-26,40796.286807684286,564.9252912892332,-1529.6445237625605,7.222194753353505e-11,39831.56757521103,2.0037305148434825e-11,1829.0411699916974,0.0,5263.929389963235,66060.16108309098,61747.34197313286
2025-03-27,39919.08446155383,337.7809796230795,-981.8158778351274,8.191327793838355e-11,39275.04956334186,2.0591528482327703e-11,831.4108147914434,0.0,2356.7607855458155,63535.22793067614,60497.58972538066
2025-03-28,13819.289054557841,1.4754704125152784e-13,-156.69126760633455,1.520751879979798e-11,13662.59778695152,7.048583938740194e-12,16676.60325932611,0.0,5313.429072349152,34859.51804196631,34438.15376338241
2025-03-29,13133.632536506466,440.133121153759,-0.4882879852298642,52.82287349199012,13626.100243166984,13.790370487184347,18629.311178723376,0.0,9347.267563489037,34225.79612681874,34675.25788608232
2025-03-30,39030.75231462617,3.765308065339923e-13,-2285.6127444529093,6.623708515007821e-11,36745.13957017332,1.9703350062627578e-11,969.0202946983591,0.0,4461.795906545283,62409.14244688518,55109.50068590553
2025-03-31,37594.38594271676,147.97479442397577,-99.07514603724967,6.357230830644766e-11,37643.28559110356,1.8342660723646986e-11,24.991901188217422,0.0,5108.869290318215,61780.56643215654,61747.614504113386
2025-04-01,42598.45784605225,233.67710538794637,-171.50055604463645,4.303785416936989e-11,42660.63439539561,1.1162626378791174e-11,3289.050578600641,0.0,4848.329964821518,67507.9951725801,67202.71858871164
2025-04-02,43353.9512729315,4.696019573202648e-13,-849.2716655983164,4.9026342985314384e-11,42504.67960733324,1.4184209362611e-11,2371.508629203418,0.0,5377.569912102701,70137.61096228138,67258.57247711447
2025-04-03,41833.42379106212,13.70502648707686,-1731.883575842165,3.700407091855595e-11,40115.245241707074,1.2050804798491299e-11,4840.938999354965,0.0,1504.8574471161207,65542.70738800589,60639.738423592484
2025-04-04,12117.418662489516,4.422474332632649,-0.2862671717837035,2.422028444470925e-11,12121.554869650388,7.247535904753022e-12,18772.735615095124,0.0,4335.891523152572,31612.661843554608,31617.03405196927
2025-04-05,13612.194530849662,543.7784723363603,-1.0464445148989574,4.287549870696239e-11,14154.926558671166,1.4246381851990009e-11,13640.064546950356,0.0,10260.0,35284.666801462234,35653.28030145558
2025-04-06,37874.63483775809,362.8902980962868,-1148.2657588085895,461.8494713260559,37551.10884837185,96.15910564421308,3068.164033696133,0.0,7223.664680845222,61976.629286657306,58299.87250806512
2025-04-07,34279.10112523675,1275.7578818554384,-211.30943841113938,6.510930461445241e-11,35343.54956868112,2.0833113012486137e-11,1698.9094951980046,0.0,4993.057763262018,56474.268300743905,56668.69611894718
2025-04-08,42191.20875770236,13.245357264916455,-2119.7755551821556,6.776690089638215e-11,40084.67855978519,1.5846601808533478e-11,2798.0926505200305,0.0,6897.007947333775,69973.29908678951,63137.32442088319
2025-04-09,42282.17940193528,2.600756943138549e-13,-1170.1052993362061,5.554223037051997e-11,41112.07410259914,1.5234036254696548e-11,1786.658665759493,0.0,8102.995419145576,69118.22885762683,66180.28299871463
2025-04-10,35322.05131368532,726.0299883823253,-469.21827776645443,3.996075115253461e-11,35578.86302430122,1.1153744594594173e-11,2596.907721746501,0.0,2328.8729214660216,55705.9766800542,55154.971187779054
2025-04-11,11420.27421037765,325.53597156997625,-1.3225162318896129,3.182497465559209e-11,11744.487665715767,1.1240786079724785e-11,19123.96594218083,0.0,4707.103554031723,29605.57593595151,29921.631015006176
2025-04-12,13619.019582136916,1.2303758012421897e-13,-190.98750503075507,2.5839916872882895e-11,13428.032077106187,9.258371846954105e-12,15811.155654090719,0.0,10330.785327271018,35329.116487016596,34641.1085474876
2025-04-13,36428.83470311971,206.0229767239538,-1321.9799815052095,6.29205665347854e-11,35312.87769833852,1.886668599127006e-11,332.69110934768935,0.0,6072.263585136437,58268.133571415456,54412.48417876281
2025-04-14,37295.26372627821,638.2297243949486,-2312.515653856077,680.9658766799718,36301.94367349705,108.58115235069377,440.7912028876673,0.0,4560.606293085876,61652.29733563747,55184.230924150375
2025-04-15,35016.451928376366,458.2711062622857,-354.03652081686926,5.839698768994595e-11,35120.68651382184,1.3629986028718122e-11,3027.523029912374,0.0,5968.9855600616775,59621.600691898966,58381.1466295962
2025-04-16,36864.48053958838,902.4378062147202,-454.60079211024254,5.0369382609272154e-11,37312.31755369291,1.3961554135022425e-11,1722.7503680599416,0.0,4440.058111286393,60426.99777262457,59949.29447179758
2025-04-17,33763.78446140205,1434.457695447784,-491.97012558261736,6.908398919591719e-11,34706.27203126728,1.9168777676270565e-11,36.67703244521749,0.0,2344.9965019046876,54385.37566732834,54954.518080078546
2025-04-18,11673.016646807706,1.7951080621969595e-13,-182.53169563543474,2.393242937159812e-11,11490.484951172295,8.327560863108374e-12,17890.147610025648,0.0,3821.1125472388953,30087.104450586678,29591.24616132549
2025-04-19,12453.653728763522,525.3636795933519,-0.2536327575783737,1.957769768523576e-11,12978.763775599316,8.071765478234738e-12,17419.058342181455,0.0,9605.27015517032,33492.84338836321,34109.75108173594
2025-04-20,34814.589411209,50.85564337438663,-674.6621732495414,5.460583807348485e-11,34190.78288133391,1.49000811688893e-11,2408.748361173077,0.0,5835.36751313717,57033.81292390855,54512.76700292487
2025-04-21,34951.287371606864,3.412992555240635e-13,-1018.2197002015009,4.7976769224078453e-11,33933.06767140541,1.432454155292362e-11,2637.740526883785,0.0,5245.913584003935,58534.67187465444,54673.625691532994
2025-04-22,35359.41168426983,768.4734291851256,-120.1333767290097,5.6185011310105886e-11,36007.751736726,1.5758061522319622e-11,1199.8607296730713,0.0,7312.654911581216,58820.616609905745,59454.0783834095
2025-04-23,31430.63748516911,3007.7611830008163,-9.258273902219102,7.019319792078704e-11,34429.14039426778,1.8991030970028078e-11,607.505611324972,0.0,6782.593005033524,51610.95163289789,55314.0441335424
2025-04-24,31634.312229802606,748.5949290876842,-591.9389717968792,3.938680492865387e-11,31790.96818709345,1.2590817277668975e-11,4566.299124517567,0.0,1596.9240100278653,51505.33207452114,49791.25177065126
2025-04-25,12049.935914989728,9.20948650673381e-14,-122.25586240447132,1.7390078710377567e-11,11927.680052585276,5.258016244624741e-12,21150.017015377485,0.0,6663.315980068408,32213.402922587695,31827.88214093737
2025-04-26,11663.456623680346,1.5116506129761862,0.0,2.1934511096333152e-11,11664.968274293344,6.821210263296962e-12,23591.182009473945,0.0,9462.986605219741,30069.674354972212,30072.52760263732
2025-04-27,30317.33304402543,872.988865821657,-388.07624101734837,999.7667408831066,31802.012409712846,204.53321875734844,2110.288238373548,0.0,4365.548682423223,49256.63519821335,48916.13087036858
2025-04-28,40430.687664253644,1123.1402181388344,-976.4858461488855,5.695101634728416e-11,40577.34203624365,1.666933258093195e-11,2408.2808736728684,0.0,6883.785634714474,67668.14719144843,65896.38522777864
2025-04-29,33074.74629902732,753.5278952769447,-631.2938595005389,3.7417663634187194e-11,33196.98033480376,1.0686562745831907e-11,4945.190535369357,0.0,4631.240870774547,55618.918524192544,53547.953032144986
2025-04-30,33633.25093886971,1.5872103631409119e-13,-225.4876675844073,5.924317036942739e-11,33407.76327128536,1.743671873555286e-11,1581.8153528270132,0.0,7065.357271697324,56844.215383335795,56449.244276065045
2025-05-01,32586.586098172145,1138.8802526671363,-530.1247818399822,8335.189340959843,41530.53090995915,1814.1122949398468,2265.426606230733,0.0,2552.127373542256,51357.97564195292,50384.41112167511
2025-05-02,12640.1987667715,456.21600038262665,-1.4160650724700126,5303.291452456852,18398.29015453851,1087.0234086530895,12605.80146806123,0.0,4293.30654580375,31150.46964342061,31459.5411964421
2025-05-03,13198.41043942302,31.732504683570074,-2.991100700455718e-14,4354.829754569965,17584.972698676556,1057.3442449202316,16944.24066545016,0.0,8833.24867711789,33465.76834954706,33492.228197911376
2025-05-04,37786.12590522617,211.94038886325774,-2130.5475811561455,5510.659945769719,41378.17865870299,940.7254911781539,1256.33894737721,0.0,6327.470170850759,60637.633736959135,53174.24359255486
2025-05-05,36960.93309651197,556.8218446259663,-1178.9987241912133,4300.717142228822,40639.47335917554,710.0297730992767,59.53795184960657,0.0,3131.684607369003,57829.789458105646,54826.1981143896
2025-05-06,35319.1265582331,3090.5505227909243,-442.1253836327898,4823.017407033259,42790.569104424496,880.8293088278303,1273.951331873682,0.0,3739.660089884675,57025.42666761912,58026.39879050886
2025-05-07,37033.303501940245,1122.6907297325783,-5.479016790310701,5344.983306382748,43495.49852126526,867.1116948606643,917.8656655208406,0.0,5273.035664210984,60032.47194163456,60796.352613682386
2025-05-08,41460.601949720076,188.28604984738558,-1633.2645989446953,5.429330496298235e-11,40015.62340062282,1.4390266755981429e-11,2341.3748328160896,0.0,3076.2262047307,65340.07555206292,59697.68394105449
2025-05-09,13179.057042574816,42.68040624382121,-8.453700790319251,2.0533690303636832e-11,13213.283748028336,5.4569682106375694e-12,17993.76586303939,0.0,3240.0,29946.12294807302,29952.609125126415
2025-05-10,15595.745543019362,219.16486205615908,0.0,3.402116277584355e-11,15814.910405075556,1.1574741165532032e-11,13892.39027164183,0.0,10037.370282955015,36900.94293370006,37158.12695684893
2025-05-11,36023.67557244785,314.1142548304077,-248.20127668868633,7.096518928051409e-11,36089.588550589644,2.084643568878164e-11,1122.8279413515634,0.0,4218.828283810669,54919.54770116275,54341.98934130784
2025-05-12,38494.52182540866,609.3953556444568,-487.64514575388847,5.968028560232596e-11,38616.272035299284,1.5301537814593758e-11,2166.7470375538296,0.0,6000.0,60793.993135443365,59496.56398533583
2025-05-13,41702.502456371236,346.85195733989036,-2162.753438037041,5.637326516705343e-11,39886.60097567414,1.3141487897883053e-11,3952.9847211835227,0.0,5340.0,66780.81082752452,60025.894636308716
2025-05-14,41830.32301686928,1.7066561497358634e-13,-1924.6277193489768,6.799559404413458e-11,39905.69529752037,1.7921664152709127e-11,2367.0596132673963,0.0,6690.0,66147.3666582055,60185.71357167099
2025-05-15,38408.38162751824,746.5766630161643,-1139.5897746773287,7.096327792055491e-11,38015.36851585715,1.9804602402473392e-11,3375.831925206337,0.0,3000.0,57975.0342954215,55665.07484110944
2025-05-16,13245.610636611738,1.0925873539235908e-13,-91.12002119685741,117.55369896669093,13272.044314381572,41.70626666667256,22986.378181891505,0.0,3807.6525711704903,29850.31735165093,29624.553687608957
2025-05-17,15916.187858564977,9.766267794475425e-14,-162.46614464712673,3.362295331044152e-11,15753.721713917883,9.180212146020494e-12,15736.48242766568,0.0,10110.0,37052.330840135124,36528.597101329964
2025-05-18,39447.5189312235,10.377732119670142,-2069.2259067385394,5.205563180510353e-11,37388.67075660468,1.5214496329463145e-11,3495.587833042332,0.0,3870.0,60592.302314258646,53928.02904025474
2025-05-19,36871.3585082339,3.7367016147982216e-13,-275.7964931815189,5.2842572095812557e-11,36595.56201505243,1.432187701766452e-11,6751.517380983334,0.0,3799.244382097801,59125.96946655186,57639.408667538395
2025-05-20,37001.86170432479,902.3186572892996,-146.20127696496604,7.365352772126244e-11,37757.979084649196,1.8836487925000256e-11,1535.566147123275,0.0,4741.684526170685,60581.83899667045,61047.03471925786
2025-05-21,36995.31134509226,241.541411836379,-221.4110514558471,5.283659731958323e-11,37015.44170547284,1.502797886132612e-11,2855.522047906278,0.0,4350.0,58365.61679819534,57515.48413934436
2025-05-22,37395.20852347599,3.1883615747574367e-13,-859.17433691071,3.9961406628208346e-11,36536.03418656531,9.833911462919787e-12,3412.433778312821,0.0,2580.0,58578.39578098863,56185.45509192118
2025-05-23,11659.25207440466,464.69026907835325,-2.60925503425824e-14,2.017637257267779e-11,12123.942343483033,5.4569682106375694e-12,18659.571913077318,0.0,2640.0,27646.094553478564,28173.29759107383
2025-05-24,15425.569427563993,0.410565410754414,-85.2063101888856,1.4778038348595147e-11,15340.773682785877,3.680611371237319e-12,21539.642746293943,0.0,10226.43014848418,36775.74459200796,36484.486882803685
2025-05-25,33672.55759200913,6.446768452406104e-13,-424.14366011250723,3.758768585271354e-11,33248.413931896655,1.2107648217352107e-11,5946.7757646595455,0.0,3238.56819042983,52586.359694013634,50721.76075099976
2025-05-26,38206.97421750003,1485.7281719238686,-231.8004206070634,5.329415841970331e-11,39460.901968816885,1.5136336628529534e-11,2147.7044622350973,0.0,5370.0,61060.6023809162,62571.188229396015
2025-05-27,34873.264737050755,469.9612766977586,-296.44467604407606,3.880601262551409e-11,35046.78133770447,1.0817124973527825e-11,3201.526183184899,0.0,3270.0,53729.63642296323,53908.88018034342
2025-05-28,39797.90130358514,3.1659794785809937e-13,-1148.8958420686363,6.108639638569001e-11,38649.00546151656,1.4154011296341196e-11,3125.73069869579,0.0,3984.280922247286,64056.127965391286,59670.95198489144
2025-05-29,37307.82218403463,666.6541086099732,-330.30957640487765,7.095758292052778e-11,37644.1667162398,1.9454660105111543e-11,2675.5052690317843,0.0,2318.7415202189572,59326.410047368416,58610.326286928794
2025-05-30,13970.107702530884,1.029491158988094e-13,-21.89874767495077,1.9108526316813368e-11,13948.208954855952,5.5138116294983774e-12,19282.51050634233,0.0,4410.0,31568.361622630116,31489.715979390578
2025-05-31,15902.367867302848,0.0,-271.80413852411584,1.4298791484179674e-11,15630.563728778747,4.547473508864641e-12,19191.835697833783,0.0,10692.84657096414,38639.568039041354,37639.92653353656
2025-06-01,51634.25655008349,2593.6005694220185,-2775.5143882184375,8227.964149379532,59680.30688066661,1871.649097270541,1167.3117124620994,0.0,2906.0666550645847,71771.52784830616,66802.29285861208
2025-06-02,54038.91389294865,2831.4761848473167,-2815.0528845672334,6998.756811248385,61054.09400447712,1496.3926500365649,1165.3991442670697,0.0,2906.423810167291,78765.77219218465,72169.4200653747
2025-06-03,49839.663714235336,3208.9037558646596,-433.28401234015485,1601.0497081556239,54216.333165915465,316.6932798983032,1880.4433005301264,0.0,3715.804386496711,74552.71289153589,74720.96851915398
2025-06-04,58555.33657188955,234.900545965969,-4106.004805903305,2063.1634445527907,56747.395756505,410.4900467807646,671.3794978754945,0.0,3643.8923622360685,85037.07256246402,74062.05199476254
2025-06-05,49818.60523605023,3140.5681553403983,-560.0248559335887,5214.15155852002,57613.30009397706,1307.8519004913558,641.0374450995369,0.0,1200.0,72059.09546216794,72020.37820899198
2025-06-06,17810.2721868026,2572.3492437476957,-715.4611912542074,6846.280875442035,26513.441114738125,2341.24108021217,2578.8184787326627,0.0,1200.0,35873.76943801087,34499.77652040444
2025-06-07,21636.092593352365,2382.4292765705754,-956.5046867988524,3360.6504053523468,26422.667588476434,653.9172434677178,1878.0757984064319,0.0,8291.219526902929,47150.35340334196,43830.014278535324
2025-06-08,50798.192110870135,1905.472232613332,-1998.1280964302186,6.466972735097443e-11,50705.536247053315,1.4836132322670892e-11,4429.567643904644,0.0,2550.0,71015.63382883798,66832.48785301426
2025-06-09,61936.4391237653,8.706678045200533e-13,-2506.766078597736,29.2490035445057,59458.92204871208,4.2042552169805365,4674.176934871775,0.0,4221.173604776939,87315.68658551462,81418.14790048682
2025-06-10,56341.24238125824,1.2832849449750939e-12,-998.3995009559299,6.211972536362964e-11,55342.84288030238,1.4296119843493216e-11,3072.8359088664906,0.0,3218.7034449668236,80210.05654798982,77795.82951035422
2025-06-11,58201.6553106638,1508.4274000454097,-413.4469893936574,4.906242878632838e-11,59296.63572131561,1.0061285138363019e-11,2534.5582755451924,0.0,2580.0,81920.57082986507,82383.16475084252
2025-06-12,58469.69577741216,59.51744436775972,-648.2863113392978,5.855512341668145e-11,57880.926910440685,1.396749382820417e-11,3579.965785886099,0.0,3750.0,83254.2232121047,81343.50189747772
2025-06-13,21067.31211529305,128.48093604593052,-229.16042657870918,66.19448440003032,21032.827109160302,13.859816666674002,7355.4711615264405,0.0,4342.667787654595,40109.21043340095,39811.172128485385
2025-06-14,23598.296075297185,0.0,-639.3742845785357,1.1136506827824633e-11,22958.92179071866,3.353761712787673e-12,9415.276893322089,0.0,7500.0,44630.681733756384,42795.131673632844
2025-06-15,52104.476167021174,395.7815765427864,-406.53512031499184,6.765643867367998e-11,52093.722623249036,1.5448087253844278e-11,2033.4612043937673,0.0,3713.1574322332326,73093.03838744509,72889.81481059332
2025-06-16,56480.69064976309,898.0186491253842,-181.05993237154857,5.287937554498967e-11,57197.64936651698,1.0881961998165934e-11,3889.966491927661,0.0,3600.0,80241.16132739864,80723.78803331763
2025-06-17,58625.089632932024,2550.1355817009526,-486.01613973540566,5.367582778248448e-11,60689.209074897626,1.0955680807001045e-11,4443.681259623894,0.0,4770.0,83126.32287754382,84717.73378169813
2025-06-18,59003.49956891509,62.611888074030205,-1607.4211777345986,75.4933753211648,57534.18365457569,11.165181590059703,5591.747252009052,0.0,3425.991310808891,83138.78881194987,79390.68626027343
2025-06-19,52754.21656893083,3247.5045632130823,-1735.1134573681259,220.8946089077691,54487.502283683556,31.4440724423921,2758.665919363589,0.0,2805.2903609727173,77287.82528106897,74869.37291605139
2025-06-20,19209.39853970914,1.8352466213400476e-13,-154.76858945484022,1.881690536720271e-11,19054.629950254315,5.5990767577895895e-12,9621.475222155059,0.0,3840.0,36502.45856595962,36226.7184346597
2025-06-21,21898.243729757723,116.87390926841198,-182.06501026813237,1.895062951007276e-11,21833.05262875802,3.865352482534945e-12,15963.232509736486,0.0,7710.0,43123.69559532456,42942.681987250035
