kind,usable_width_kwh,date,total_cost_yuan,planned_cost_yuan,increase_cost_yuan,reduction_net_cost_yuan,emergency_cost_yuan
q2,0,2025-04-16,52040.81639097786,49517.305996676674,0.0,0.0,2523.5103943011877
q2,0,2025-04-17,51538.67155328285,49530.90470705072,0.0,0.0,2007.766846232134
q2,0,2025-04-18,27610.748096233096,26291.80086994262,0.0,0.0,1318.9472262904803
q2,0,2025-04-19,27275.843546733813,25950.099011360056,0.0,0.0,1325.7445353737503
q2,0,2025-04-20,52028.56689456836,48845.57149367547,0.0,0.0,3182.9954008928885
q2,0,2025-04-21,50441.08602544764,48872.580859240465,0.0,0.0,1568.5051662071774
q2,0,2025-04-22,50920.328593504724,48311.24635080951,0.0,0.0,2609.082242695218
q2,0,2025-04-23,49926.82898344047,48323.914025438105,0.0,0.0,1602.9149580023702
q2,0,2025-04-24,49594.454959311406,48126.964850506665,0.0,0.0,1467.4901088047359
q2,0,2025-04-25,26173.067710063813,24947.29062634714,0.0,0.0,1225.77708371667
q2,0,2025-04-26,27947.108909449536,24966.346481709046,0.0,0.0,2980.7624277404866
q2,0,2025-04-27,53417.78320691031,46394.920892712864,0.0,0.0,7022.862314197444
q2,0,2025-04-28,56418.700902004515,47484.46190423196,0.0,0.0,8934.238997772565
q2,0,2025-04-29,50442.63246056452,47228.21666743833,0.0,0.0,3214.415793126186
q2,0,2025-04-30,49634.741362265995,47483.98690974812,0.0,0.0,2150.7544525178764
q2,0,2025-05-01,60493.05978213951,47234.79484058119,0.0,0.0,13258.264941558324
q2,0,2025-05-02,38072.82363851642,24906.107297756913,0.0,0.0,13166.716340759507
q2,0,2025-05-03,33542.53959352429,25983.096931226668,0.0,0.0,7559.442662297621
q2,0,2025-05-04,56556.71813218359,49444.622914360945,0.0,0.0,7112.095217822645
q2,0,2025-05-05,62203.86219765259,47724.11921724786,0.0,0.0,14479.742980404728
q2,0,2025-05-06,61948.647259051904,46812.425588989994,0.0,0.0,15136.2216700619
q2,0,2025-05-07,60725.598070274755,48032.88094006524,0.0,0.0,12692.717130209516
q2,0,2025-05-08,56186.591484395,52822.177741475956,0.0,0.0,3364.413742919047
q2,0,2025-05-09,30242.324100871432,29359.99738912977,0.0,0.0,882.3267117416603
q2,0,2025-05-10,29786.895022552155,28051.42540989264,0.0,0.0,1735.4696126595181
q2,0,2025-05-11,53662.45449209811,50609.6329551719,0.0,0.0,3052.821536926225
q2,0,2025-05-12,54075.31721228278,52987.280749215046,0.0,0.0,1088.0364630677389
q2,0,2025-05-13,53778.98356460381,53240.40339394547,0.0,0.0,538.5801706583386
q2,0,2025-05-14,53081.49913781431,52011.26763019761,0.0,0.0,1070.2315076166988
q2,0,2025-05-15,54826.529124262386,49909.39997045405,0.0,0.0,4917.129153808335
q2,0,2025-05-16,29102.450460023243,28282.1142840519,0.0,0.0,820.3361759713466
q2,0,2025-05-17,29807.594172119272,28680.21113161214,0.0,0.0,1127.3830405071353
q2,0,2025-05-18,54393.78461800811,51038.09793920095,0.0,0.0,3355.686678807155
q2,0,2025-05-19,52089.96589829764,48781.77652526312,0.0,0.0,3308.1893730345223
q2,0,2025-05-20,53174.729330275,49002.33625204762,0.0,0.0,4172.393078227376
q2,0,2025-05-21,52912.61986793358,50467.02531011573,0.0,0.0,2445.5945578178603
q2,0,2025-05-22,51275.78727486786,50537.30269543572,0.0,0.0,738.4845794321348
q2,0,2025-05-23,29593.047078373802,26916.06058663452,0.0,0.0,2676.98649173928
q2,0,2025-05-24,28495.45576527294,27407.096004352614,0.0,0.0,1088.359760920322
q2,0,2025-05-25,51431.45376049739,49604.747539968055,0.0,0.0,1826.7062205293366
q2,0,2025-05-26,53087.07114749952,50310.15024158048,0.0,0.0,2776.920905919045
q2,0,2025-05-27,51677.882515840014,50966.49761057572,0.0,0.0,711.3849052642871
q2,0,2025-05-28,53621.28834032118,49057.738037227144,0.0,0.0,4563.550303094033
q2,0,2025-05-29,55141.09709324048,47984.3037153619,0.0,0.0,7156.7933778785755
q2,0,2025-05-30,29295.596140502144,28106.28390249857,0.0,0.0,1189.3122380035743
q2,0,2025-05-31,29397.84468869,28224.983544109054,0.0,0.0,1172.8611445809486
q2,0,2025-06-01,82995.59544126879,50637.40460644977,0.0,0.0,32358.190834819015
q2,0,2025-06-02,88930.09804877502,50124.28616431308,0.0,0.0,38805.811884461946
q2,0,2025-06-03,73904.96153444097,52893.26285207666,0.0,0.0,21011.698682364302
q2,0,2025-06-04,71779.30588207116,54796.55963566286,0.0,0.0,16982.746246408307
q2,0,2025-06-05,71975.9765339357,55677.95838157024,0.0,0.0,16298.01815236546
q2,0,2025-06-06,51408.554933482854,28461.22290646738,0.0,0.0,22947.332027015476
q2,0,2025-06-07,47847.40490128069,28400.255769077157,0.0,0.0,19447.14913220353
q2,0,2025-06-08,70006.47949544905,69664.66470732524,0.0,0.0,341.8147881238062
q2,0,2025-06-09,68433.3043991761,67525.23566055358,0.0,0.0,908.0687386225227
q2,0,2025-06-10,65499.445759671304,63285.72052708086,0.0,0.0,2213.7252325904374
q2,0,2025-06-11,74575.56326123448,63122.01938436872,0.0,0.0,11453.543876865755
q2,0,2025-06-12,68497.06251212119,67885.48358918547,0.0,0.0,611.5789229357142
q2,0,2025-06-13,39802.7498686844,39247.27616235579,0.0,0.0,555.4737063286059
q2,0,2025-06-14,37506.828864538096,37352.60379358809,0.0,0.0,154.22507095000097
q2,0,2025-06-15,65685.5898305481,64779.49636807678,0.0,0.0,906.0934624713223
q2,0,2025-06-16,68414.45945510987,67440.7387746443,0.0,0.0,973.7206804655623
q2,0,2025-06-17,71685.73691209144,70280.1403511712,0.0,0.0,1405.5965609202487
q2,0,2025-06-18,69696.94660062878,69688.11313729547,0.0,0.0,8.833463333310167
q2,0,2025-06-19,66653.00095866476,64506.599460977865,0.0,0.0,2146.401497686905
q2,0,2025-06-20,34838.07336633692,34264.24889480596,0.0,0.0,573.8244715309492
q2,0,2025-06-21,37734.40031558021,37375.28395991714,0.0,0.0,359.11635566307524
q2,0,2025-06-22,67854.05865746285,67593.26733212834,0.0,0.0,260.79132533452474
q2,0,2025-06-23,63674.98603064047,61995.71420299524,0.0,0.0,1679.2718276452365
q2,0,2025-06-24,75597.15505524905,63283.33530701571,0.0,0.0,12313.819748233338
q2,0,2025-06-25,65530.5955792774,60894.467768608345,0.0,0.0,4636.127810669055
q2,0,2025-06-26,69578.09239663596,69232.49311455381,0.0,0.0,345.5992820821455
q2,0,2025-06-27,35547.38712338666,35173.91112051167,0.0,0.0,373.47600287499165
q2,0,2025-06-28,34525.20835485801,32734.074147484127,0.0,0.0,1791.134207373882
q2,0,2025-06-29,65188.05482677144,60955.79947077023,0.0,0.0,4232.255356001218
q2,0,2025-06-30,68038.92228991211,65055.96880208239,0.0,0.0,2982.9534878297177
q2,0,2025-07-01,80348.00305663951,70022.24898879191,0.0,0.0,10325.754067847613
q2,0,2025-07-02,78053.39362035238,65400.96971260597,0.0,0.0,12652.423907746415
q2,0,2025-07-03,81800.65761265215,61309.560951666426,0.0,0.0,20491.096660985717
q2,0,2025-07-04,49072.321926196426,33890.49695747262,0.0,0.0,15181.824968723791
q2,0,2025-07-05,47567.482683299044,34828.76195631809,0.0,0.0,12738.720726980944
q2,0,2025-07-06,85503.23770915119,61765.276393788095,0.0,0.0,23737.961315363085
q2,0,2025-07-07,80755.84776860668,56441.57977432928,0.0,0.0,24314.2679942774
q2,0,2025-07-08,72125.20412660333,69228.38986091167,0.0,0.0,2896.8142656916625
q2,0,2025-07-09,71009.09003420858,69203.01821213,0.0,0.0,1806.0718220785752
q2,0,2025-07-10,69081.16111945569,67973.27507958189,0.0,0.0,1107.8860398737993
q2,0,2025-07-11,41035.48431711523,40105.44773463666,0.0,0.0,930.0365824785675
q2,0,2025-07-12,43672.0256675812,42726.62014037404,0.0,0.0,945.4055272071461
q2,0,2025-07-13,70537.4479015762,70207.06997098096,0.0,0.0,330.37793059524074
q2,0,2025-07-14,70239.95177761024,69882.37085829358,0.0,0.0,357.58091931666655
q2,0,2025-07-15,67689.50011898062,66259.29467089969,0.0,0.0,1430.2054480809156
q2,0,2025-07-16,69274.80171330337,67499.38692621757,0.0,0.0,1775.4147870857948
q2,0,2025-07-17,72000.12554562357,67365.87648627357,0.0,0.0,4634.249059349993
q2,0,2025-07-18,42955.933703255476,42496.619253273326,0.0,0.0,459.314449982139
q2,0,2025-07-19,40437.856139174284,39952.08626634572,0.0,0.0,485.7698728285656
q2,0,2025-07-20,65933.90825112711,64736.22284616642,0.0,0.0,1197.685404960685
q2,0,2025-07-21,70238.10236542857,67986.10872440715,0.0,0.0,2251.9936410214145
q2,0,2025-07-22,69727.56208048023,66609.42763212073,0.0,0.0,3118.134448359515
q2,0,2025-07-23,68681.32765296669,66579.77185430596,0.0,0.0,2101.555798660726
q2,0,2025-07-24,69786.34221782928,66044.0551779781,0.0,0.0,3742.2870398511827
q2,0,2025-07-25,40513.31811936572,38979.41388015382,0.0,0.0,1533.9042392119022
q2,0,2025-07-26,42508.33997657215,42147.54833425906,0.0,0.0,360.7916423130945
q2,0,2025-07-27,73521.25967812167,67003.96811400738,0.0,0.0,6517.291564114282
q2,0,2025-07-28,70225.53136646023,65001.568367392385,0.0,0.0,5223.962999067848
q2,0,2025-07-29,70671.1984163738,66595.93316155835,0.0,0.0,4075.2652548154415
q2,0,2025-07-30,70245.10051499405,68949.06331840596,0.0,0.0,1296.0371965880963
q2,0,2025-07-31,73333.50721549144,69441.53066272834,0.0,0.0,3891.9765527631
q2,0,2025-08-01,42191.06809725095,41958.06312173191,0.0,0.0,233.00497551904508
q2,0,2025-08-02,39498.51842116359,39211.98442323158,0.0,0.0,286.5339979320151
q2,0,2025-08-03,66533.85525118833,64702.679882165714,0.0,0.0,1831.1753690226142
q2,0,2025-08-04,65153.55341898523,63814.64593209953,0.0,0.0,1338.9074868857067
q2,0,2025-08-05,64100.54251976024,62684.89198302334,0.0,0.0,1415.6505367369082
q2,0,2025-08-06,67286.04227250736,61494.43583781338,0.0,0.0,5791.606434693994
q2,0,2025-08-07,63864.78316184522,61437.84494751551,0.0,0.0,2426.9382143297053
q2,0,2025-08-08,38743.03491562072,37238.31146078143,0.0,0.0,1504.7234548392912
q2,0,2025-08-09,39510.20435534261,36188.12008480572,0.0,0.0,3322.0842705369005
q2,0,2025-08-10,62836.910687012874,60649.65087635809,0.0,0.0,2187.259810654767
q2,0,2025-08-11,63629.16151692453,60781.70979631738,0.0,0.0,2847.4517206071428
q2,0,2025-08-12,65578.47606753884,59797.5763259495,0.0,0.0,5780.899741589335
q2,0,2025-08-13,62926.648537618654,59465.47637757456,0.0,0.0,3461.172160044093
q2,0,2025-08-14,67315.23486734786,59590.35423161095,0.0,0.0,7724.880635736909
q2,0,2025-08-15,39478.69498099333,36264.08166859334,0.0,0.0,3214.613312399996
q2,0,2025-08-16,38462.910121333596,36504.45591964311,0.0,0.0,1958.4542016904895
q2,0,2025-08-17,63332.751163763336,59887.488101559764,0.0,0.0,3445.2630622035754
q2,0,2025-08-18,65802.83677044784,59266.02396521333,0.0,0.0,6536.812805234522
q2,0,2025-08-19,63043.88614365214,60173.559999867626,0.0,0.0,2870.3261437845135
q2,0,2025-08-20,73453.27885137405,59497.95945587166,0.0,0.0,13955.319395502374
q2,0,2025-08-21,63894.16696166728,61188.64352096389,0.0,0.0,2705.523440703394
q2,0,2025-08-22,40986.33631827804,36963.98205023527,0.0,0.0,4022.354268042764
q2,0,2025-08-23,39072.915829443344,36708.168589339766,0.0,0.0,2364.747240103581
q2,0,2025-08-24,64422.47940576518,60327.57952780811,0.0,0.0,4094.8998779570757
q2,0,2025-08-25,69400.53184654762,61776.87833267738,0.0,0.0,7623.65351387024
q2,0,2025-08-26,64295.15093847309,61868.631631636206,0.0,0.0,2426.5193068368935
q2,0,2025-08-27,65222.74588481144,62148.97173197093,0.0,0.0,3073.7741528405068
q2,0,2025-08-28,69451.82238462071,61075.01068596358,0.0,0.0,8376.811698657126
q2,0,2025-08-29,41782.61853669252,38371.07082053179,0.0,0.0,3411.5477161607273
q2,0,2025-08-30,39635.42907047046,37550.23819892638,0.0,0.0,2085.1908715440773
q2,0,2025-08-31,64622.22008237476,63255.219712793805,0.0,0.0,1367.000369580951
q2,0,2025-09-01,62027.379917204016,62027.379917204016,0.0,0.0,0.0
q2,0,2025-09-02,61806.77612013157,61224.157992314904,0.0,0.0,582.6181278166717
q2,0,2025-09-03,61026.99464031191,60771.67256580119,0.0,0.0,255.32207451071068
q2,0,2025-09-04,62240.475280013816,62062.58654540072,0.0,0.0,177.888734613099
q2,0,2025-09-05,37001.73944515335,36974.99517689619,0.0,0.0,26.744268257149574
q2,0,2025-09-06,38492.64228258643,37848.12834664357,0.0,0.0,644.5139359428615
q2,0,2025-09-07,61325.33953479881,60492.32259026548,0.0,0.0,833.0169445333323
q2,0,2025-09-08,61307.12623828571,52613.692554097615,0.0,0.0,8693.433684188087
q2,0,2025-09-09,58263.53741371191,53734.698944235715,0.0,0.0,4528.838469476185
q2,0,2025-09-10,65616.22289643428,53600.77906154857,0.0,0.0,12015.443834885707
q2,0,2025-09-11,57921.15679642813,53627.66493715426,0.0,0.0,4293.491859273864
q2,0,2025-09-12,34165.871742030955,30414.64277020001,0.0,0.0,3751.2289718309385
q2,0,2025-09-13,34469.06879007144,30506.02252812501,0.0,0.0,3963.0462619464347
q2,0,2025-09-14,59747.698802384286,54215.99436890927,0.0,0.0,5531.704433475015
q2,0,2025-09-15,58540.45191396905,54779.57118698452,0.0,0.0,3760.88072698452
q2,0,2025-09-16,58339.98680478049,55282.439055469746,0.0,0.0,3057.547749310741
q2,0,2025-09-17,58659.10707223618,55394.55106930046,0.0,0.0,3264.556002935716
q2,0,2025-09-18,59583.93634835594,55317.18524133572,0.0,0.0,4266.751107020235
q2,0,2025-09-19,33635.81325347572,31355.184495343576,0.0,0.0,2280.628758132139
q2,0,2025-09-20,34728.442644449286,31232.91096908619,0.0,0.0,3495.531675363095
q2,0,2025-09-21,59661.01294503646,56828.01434704834,0.0,0.0,2832.9985979881158
q2,0,2025-09-22,60687.422092242625,56237.85589282238,0.0,0.0,4449.566199420242
q2,0,2025-09-23,60706.132380170195,57016.5592690881,0.0,0.0,3689.5731110820934
q2,0,2025-09-24,60350.81960071763,55817.83694715095,0.0,0.0,4532.982653566676
q2,0,2025-09-25,61624.09997201858,57583.23784550669,0.0,0.0,4040.8621265119054
q2,0,2025-09-26,33541.0462401619,31707.474303673815,0.0,0.0,1833.5719364880902
q2,0,2025-09-27,37319.89809298524,31915.18572996977,0.0,0.0,5404.712363015471
q2,0,2025-09-28,60164.39191948404,57190.595425526895,0.0,0.0,2973.7964939571443
q2,0,2025-09-29,61459.970627597395,58203.01946405333,0.0,0.0,3256.951163544054
q2,0,2025-09-30,63287.89729910238,58339.11117777979,0.0,0.0,4948.786121322592
q2,0,2025-10-01,58290.60791177119,58007.38973661882,0.0,0.0,283.21817515238104
q2,0,2025-10-02,57407.351195395255,56935.08699389048,0.0,0.0,472.26420150478566
q2,0,2025-10-03,31805.094404709518,31286.358189291674,0.0,0.0,518.73621541784
q2,0,2025-10-04,33860.85400528167,32789.650098812606,0.0,0.0,1071.2039064690673
q2,0,2025-10-05,57796.174194913576,56962.257821114785,0.0,0.0,833.9163737987972
q2,0,2025-10-06,57324.18218071171,56548.25127666169,0.0,0.0,775.9309040500012
q2,0,2025-10-07,58285.61628246644,57264.36396887117,0.0,0.0,1021.2523135952802
q2,0,2025-10-08,57011.38544419215,52984.38405058143,0.0,0.0,4027.0013936107152
q2,0,2025-10-09,56358.050696142454,53454.19639781022,0.0,0.0,2903.8542983322295
q2,0,2025-10-10,32127.39331381386,29378.46736426258,0.0,0.0,2748.925949551281
q2,0,2025-10-11,31724.240886300722,29986.544674862624,0.0,0.0,1737.6962114380967
q2,0,2025-10-12,56526.572527520475,54235.73231032404,0.0,0.0,2290.8402171964267
q2,0,2025-10-13,55884.78383251048,54762.06803227715,0.0,0.0,1122.7158002333306
q2,0,2025-10-14,58096.743585101416,54172.84916270739,0.0,0.0,3923.8944223940343
q2,0,2025-10-15,57582.706894393516,55154.83860830426,0.0,0.0,2427.8682860892613
q2,0,2025-10-16,63197.3199333381,55228.396591661905,0.0,0.0,7968.923341676194
q2,0,2025-10-17,32073.392046730467,30383.821597381666,0.0,0.0,1689.5704493488047
q2,0,2025-10-18,32491.692688144067,30322.043745434523,0.0,0.0,2169.648942709546
q2,0,2025-10-19,62393.26560439871,56184.64036688545,0.0,0.0,6208.625237513249
q2,0,2025-10-20,63094.441749129765,56516.25412120482,0.0,0.0,6578.187627924942
q2,0,2025-10-21,60653.948664478805,57334.954600750236,0.0,0.0,3318.994063728569
q2,0,2025-10-22,63857.5063490919,57816.37330349549,0.0,0.0,6041.133045596409
q2,0,2025-10-23,59634.33771416475,58024.33475552666,0.0,0.0,1610.002958638096
q2,0,2025-10-24,33824.151001646955,30933.526154163585,0.0,0.0,2890.6248474833737
q2,0,2025-10-25,33412.21153790952,30896.486756064285,0.0,0.0,2515.7247818452342
q2,0,2025-10-26,60388.08723891259,59445.043360794756,0.0,0.0,943.0438781178239
q2,0,2025-10-27,61738.23211076143,58698.839246161435,0.0,0.0,3039.392864600006
q2,0,2025-10-28,61020.23756278762,57791.73051663993,0.0,0.0,3228.507046147698
q2,0,2025-10-29,62409.847893697144,59559.9427512674,0.0,0.0,2849.9051424297418
q2,0,2025-10-30,60726.42129320788,58651.94820777448,0.0,0.0,2074.4730854334057
q2,0,2025-10-31,33577.57347431309,31794.46508409048,0.0,0.0,1783.1083902226048
q2,0,2025-11-01,33018.07569098666,31413.72032824262,0.0,0.0,1604.3553627440442
q2,0,2025-11-02,63160.71660123997,59589.10913064822,0.0,0.0,3571.607470591757
q2,0,2025-11-03,61994.89305598646,60490.48176274597,0.0,0.0,1504.4112932404855
q2,0,2025-11-04,62114.55042297859,60506.20142212621,0.0,0.0,1608.34900085238
q2,0,2025-11-05,63461.24695082384,61374.67663888693,0.0,0.0,2086.5703119369223
q2,0,2025-11-06,68425.23155498887,59630.99686122719,0.0,0.0,8794.234693761686
q2,0,2025-11-07,35756.82270945575,32018.01415056501,0.0,0.0,3738.8085588907434
q2,0,2025-11-08,33726.66917107071,32517.96330147428,0.0,0.0,1208.7058695964215
q2,0,2025-11-09,65486.96717587148,62329.6565420953,0.0,0.0,3157.31063377618
q2,0,2025-11-10,67101.16392578672,61345.56131427596,0.0,0.0,5755.602611510762
q2,0,2025-11-11,63672.50669876262,62132.089777494766,0.0,0.0,1540.4169212678644
q2,0,2025-11-12,64189.36247245045,62313.92140818035,0.0,0.0,1875.441064270101
q2,0,2025-11-13,65723.11030166097,63579.903639052645,0.0,0.0,2143.2066626083197
q2,0,2025-11-14,34870.81430948118,33590.21924058594,0.0,0.0,1280.5950688952369
q2,0,2025-11-15,35303.57536208296,32550.435294072056,0.0,0.0,2753.140068010896
q2,0,2025-11-16,68052.72424068929,63047.66256170119,0.0,0.0,5005.061678988094
q2,0,2025-11-17,65860.71302191119,64917.26015692785,0.0,0.0,943.4528649833429
q2,0,2025-11-18,67656.93159305715,64555.87978897976,0.0,0.0,3101.051804077384
q2,0,2025-11-19,67064.0487828019,63382.49569996143,0.0,0.0,3681.5530828404653
q2,0,2025-11-20,66293.28181920119,64382.39005671667,0.0,0.0,1910.8917624845137
q2,0,2025-11-21,34920.73432554191,33943.67517961812,0.0,0.0,977.0591459237928
q2,0,2025-11-22,35379.01447983667,33934.880044993784,0.0,0.0,1444.134434842883
q2,0,2025-11-23,67918.7838017169,65340.72952189191,0.0,0.0,2578.0542798249908
q2,0,2025-11-24,66707.89625738142,63960.97284861001,0.0,0.0,2746.92340877142
q2,0,2025-11-25,67439.90658869239,65288.85142278286,0.0,0.0,2151.05516590952
q2,0,2025-11-26,67338.88564048643,65770.61825052333,0.0,0.0,1568.2673899630931
q2,0,2025-11-27,68089.68669213001,65943.09091504666,0.0,0.0,2146.595777083337
q2,0,2025-11-28,36843.03743267094,33638.28489169358,0.0,0.0,3204.752540977367
q2,0,2025-11-29,36125.90177020927,34450.918107510486,0.0,0.0,1674.983662698785
q2,0,2025-11-30,71046.66357920019,66462.9547052395,0.0,0.0,4583.70887396069
q2,0,2025-12-01,84075.26202638226,67404.24512393,0.0,0.0,16671.016902452266
q2,0,2025-12-02,92409.79501560306,66808.30330573763,0.0,0.0,25601.49170986543
q2,0,2025-12-03,82276.63741312001,68154.82309401405,0.0,0.0,14121.81431910595
q2,0,2025-12-04,81883.77247207653,69042.46992640739,0.0,0.0,12841.302545669138
q2,0,2025-12-05,44015.75729917771,36399.736002655445,0.0,0.0,7616.021296522265
q2,0,2025-12-06,46152.63898035097,35993.30046622356,0.0,0.0,10159.33851412741
q2,0,2025-12-07,80687.28026847595,69637.66225297953,0.0,0.0,11049.61801549642
q2,0,2025-12-08,78607.03408305669,77161.77623980789,0.0,0.0,1445.25784324879
q2,0,2025-12-09,78619.82324068827,77536.93245786097,0.0,0.0,1082.8907828272936
