date,planned_cost,increase_cost,reduction_net_cost,emergency_cost,total_cost,emergency_energy,spill_energy,ending_inventory,projection_count,planned_energy,adjusted_energy
2025-02-20,51771.43334891039,0.0,0.0,92.89166713606106,51864.32501604645,16.556753789516264,3240.180811143661,2252.920814632413,0,75206.07785615492,75206.07785615492
2025-02-21,16274.139477527668,0.0,0.0,3.0044361665204636e-11,16274.139477527697,1.1311840353300795e-11,6022.065986696989,5832.086611605493,0,39500.447126859755,39500.447126859755
2025-02-22,16907.482248324795,0.0,0.0,3.7430226029755426e-11,16907.48224832483,1.1766587704187259e-11,3714.8322008307623,10353.230839002683,0,40523.518303867386,40523.518303867386
2025-02-23,49077.33995333743,0.0,0.0,40.0853118810462,49117.42526521848,7.753445238120722,516.8618920551233,6431.081422214086,0,71965.52715415714,71965.52715415714
2025-02-24,51129.4993037697,0.0,0.0,123.8190207860396,51253.31832455574,24.23309928291522,4745.661774187816,5261.831652767377,0,75930.60311132677,75930.60311132677
2025-02-25,50706.50095004097,0.0,0.0,20.62509663548094,50727.12604667646,4.01891984323683,6208.873862140522,7127.740474707415,0,78416.3210480104,78416.3210480104
2025-02-26,50275.69088489949,0.0,0.0,5.3622631668304166e-11,50275.69088489954,1.3589129821411916e-11,2523.5480822810823,7020.0,0,75718.09475534517,75718.09475534517
2025-02-27,45347.463688597636,0.0,0.0,31.595498386579376,45379.0591869842,6.28828707067332,1679.6468176997626,3120.747177705944,0,68994.23201196111,68994.23201196111
2025-02-28,14497.122007113354,0.0,0.0,90.45958247503481,14587.58158958839,18.653383333344173,7212.864395515491,4222.320051593041,0,35580.52044428374,35580.52044428374
2025-03-01,16326.351134974211,0.0,0.0,78.36070500002847,16404.71183997424,16.44333333334399,6843.376055578014,9983.234005463171,0,40826.35033908028,40826.35033908028
2025-03-02,45927.4002992857,0.0,0.0,18443.6710382255,64371.0713375112,3662.4219519517524,1021.239437722058,4927.112702378085,0,68368.89890191394,68368.89890191394
2025-03-03,48886.02259780913,0.0,0.0,12061.937247194826,60947.95984500396,2741.6787838904825,360.76366183466337,4652.542627079019,0,74088.31073568876,74088.31073568876
2025-03-04,48979.12452263862,0.0,0.0,6.444814548700605e-11,48979.12452263868,1.6433077121291717e-11,1097.7358122956912,4351.039392658256,0,74257.19043278384,74257.19043278384
2025-03-05,51719.83585277891,0.0,0.0,5.471356701036712e-11,51719.83585277895,1.2875034371973015e-11,6417.664252714893,8078.64507071466,0,81280.07283284377,81280.07283284377
2025-03-06,46524.86679893904,0.0,0.0,6.176432165716506e-11,46524.86679893911,1.4487966382148443e-11,6286.545642530066,1214.998492880415,0,69225.72096354481,69225.72096354481
2025-03-07,15254.089971920672,0.0,0.0,3.5702598211173605e-11,15254.089971920705,1.2612133559741778e-11,8863.651725971748,5272.496543843722,0,38062.00728320061,38062.00728320061
2025-03-08,14818.860940092467,0.0,0.0,3.170804774299541e-11,14818.8609400925,9.393374966748524e-12,9254.835557876146,9664.36812991178,0,36982.72606405901,36982.72606405901
2025-03-09,45137.203324223025,0.0,0.0,5.839143302210914e-11,45137.20332422309,1.6541434888495132e-11,5531.1536902976895,5940.682864445152,0,69416.8695987224,69416.8695987224
2025-03-10,48539.42132988749,0.0,0.0,784.3223846250754,49323.743714512566,255.15473545692714,764.7707568307954,7483.046453284118,0,74745.28700263743,74745.28700263743
2025-03-11,44451.57903358016,0.0,0.0,272.8369192760406,44724.4159528562,43.48213940686018,3067.184712721515,5273.5108674024295,0,69005.226695311,69005.226695311
2025-03-12,45796.1581539217,0.0,0.0,5.824270421506128e-11,45796.15815392176,1.6693757487473704e-11,4697.989786617478,6405.285317882156,0,72634.17035343354,72634.17035343354
2025-03-13,43492.45223035696,0.0,0.0,6929.308035990159,50421.760266347126,1865.2110071548973,590.4809754049844,1792.8403668156361,0,65775.57218444979,65775.57218444979
2025-03-14,13723.586688866091,0.0,0.0,2.6077557890857862e-11,13723.586688866118,8.043343768804334e-12,11085.823101737438,5217.933787594195,0,34657.08021162897,34657.08021162897
2025-03-15,14807.493115580717,0.0,0.0,126.7093303061462,14934.202445886865,30.469557281520224,7283.021021977102,9770.185043256119,0,37262.498952708,37262.498952708
2025-03-16,42580.56064696742,0.0,0.0,8.081100000073741,42588.64174696749,1.6400000000191515,1554.1604236784085,6893.815706514385,0,66195.0979448847,66195.0979448847
2025-03-17,42148.771387388784,0.0,0.0,4.889770366389712e-11,42148.77138738883,1.362110424452112e-11,8916.917934064877,3618.190628350057,0,67406.1578938158,67406.1578938158
2025-03-18,42951.45818265065,0.0,0.0,1047.1796807992434,43998.6378634499,286.9032972545025,2207.8130678552434,5694.353315908169,0,69668.71504361236,69668.71504361236
2025-03-19,41488.806032984416,0.0,0.0,4.023116157055029e-11,41488.80603298445,9.814173779210122e-12,3495.7384928656365,5633.352057098071,0,67269.50982286996,67269.50982286996
2025-03-20,41395.649359271636,0.0,0.0,1003.9834275447525,42399.63278681639,222.76905780407776,1939.4049906457992,1712.6595866376992,0,63797.90581042041,63797.90581042041
2025-03-21,13466.840463593222,0.0,0.0,218.12988955611902,13684.970353149341,79.1014282045759,14994.84777592957,4549.203296045422,0,33823.68786359647,33823.68786359647
2025-03-22,14759.973807038683,0.0,0.0,1.608259481145069e-11,14759.9738070387,5.6274984672199935e-12,11796.780165088247,9600.0,0,36877.93220910996,36877.93220910996
2025-03-23,38969.94275606952,0.0,0.0,4.3394777549110585e-11,38969.94275606956,1.3670842236024328e-11,3545.411576014857,5194.284139260529,0,62163.37510495448,62163.37510495448
2025-03-24,40926.24926742261,0.0,0.0,6.44170476959971e-11,40926.249267422674,1.6221690657403087e-11,3521.301767135667,5848.401003519885,0,66560.92109169661,66560.92109169661
2025-03-25,40092.262811622706,0.0,0.0,343.8560991620796,40436.11891078479,146.85256063107187,257.89672265751926,5090.337505287819,0,64439.10357815033,64439.10357815033
2025-03-26,40096.9422144321,0.0,0.0,5.358127097565557e-11,40096.94221443214,1.531219595563016e-11,5983.841271813446,5224.893682785933,0,65721.40264970399,65721.40264970399
2025-03-27,39601.650950046285,0.0,0.0,6.740941671523614e-11,39601.65095004635,1.6363799204555107e-11,3806.223953384027,2257.988721434246,0,63473.95739618613,63473.95739618613
2025-03-28,13092.383600567799,0.0,0.0,217.75581195001746,13310.139412517816,60.336883333341426,15346.797945940834,5505.230623624919,0,33184.896989027395,33184.896989027395
2025-03-29,13277.042580138568,0.0,0.0,4.184443014310091e-11,13277.04258013861,1.3656631381309126e-11,18363.944127811526,9375.204482881632,0,34284.95688896997,34284.95688896997
2025-03-30,36196.22290591266,0.0,0.0,6.089421766830582e-11,36196.22290591272,1.7859491663330118e-11,4285.769712480429,4500.895596442437,0,58243.30870544184,58243.30870544184
2025-03-31,38737.192656235275,0.0,0.0,5.596407959274074e-11,38737.19265623533,1.4573231510439655e-11,2303.2341736621447,5146.756982043257,0,63860.60794023724,63860.60794023724
2025-04-01,39813.56539781949,0.0,0.0,3329.558657556913,43143.12405537641,932.9997916342006,652.4467787942219,4662.291880250148,0,63395.70481766201,63395.70481766201
2025-04-02,39215.67078697328,0.0,0.0,8730.34492136625,47946.01570833953,2247.4689265341226,1306.1094968579305,5419.028293774328,0,64498.74220463456,64498.74220463456
2025-04-03,37568.465635558794,0.0,0.0,4.23734562993161e-11,37568.46563555884,1.1005418798504252e-11,4272.698278897401,1575.7086342778994,0,60126.57717461111,60126.57717461111
2025-04-04,12230.454781299955,0.0,0.0,31.958814250021835,12262.413595549977,28.20725000000573,18997.83011800078,4342.748688320582,0,31757.06833882279,31757.06833882279
2025-04-05,14075.718311165414,0.0,0.0,2.7631440246977943e-11,14075.718311165441,9.78417347141658e-12,14416.433801651889,10020.0,0,36223.399201273074,36223.399201273074
2025-04-06,35993.48118437627,0.0,0.0,5.019412974149873e-11,35993.48118437632,1.4917844737283303e-11,2988.9151787302794,7326.077207039019,0,58701.78305780813,58701.78305780813
2025-04-07,37610.34476495226,0.0,0.0,5.5237364904314744e-11,37610.344764952315,1.6427748050773516e-11,6483.1479726832495,5176.490861058416,0,61508.322078562676,61508.322078562676
2025-04-08,39517.97857744129,0.0,0.0,47.793526523599866,39565.77210396489,10.555107447795057,6198.661762351834,6777.892583044173,0,66196.53104217871,66196.53104217871
2025-04-09,39563.40935848066,0.0,0.0,1486.1587170747557,41049.56807555542,379.0300884554989,1491.0004008459673,8113.835464755705,0,65456.86263463821,65456.86263463821
2025-04-10,34090.225138157664,0.0,0.0,6.601936064498659e-11,34090.22513815774,1.8687273950490635e-11,1537.464746988409,2397.4132168747515,0,54369.97531659444,54369.97531659444
2025-04-11,11889.205483446633,0.0,0.0,1.0720299314925797e-11,11889.205483446643,4.263256414560601e-12,19574.812103058735,4876.405382521639,0,30469.897466866125,30469.897466866125
2025-04-12,13276.5105117711,0.0,0.0,1.9753088054130785e-11,13276.510511771117,6.991740519879386e-12,16087.732784824364,10344.31856392669,0,34788.352267132526,34788.352267132526
2025-04-13,35378.98395782851,0.0,0.0,5.7563735111898496e-11,35378.98395782857,1.4873435816298297e-11,3539.1063674477514,5890.295241575528,0,57332.13782652689,57332.13782652689
2025-04-14,35035.373752438696,0.0,0.0,142.38018860750253,35177.7539410462,23.50865823619916,3911.016434924567,4380.383185945475,0,58819.32226422151,58819.32226422151
2025-04-15,36600.24020968988,0.0,0.0,5.493540911061245e-11,36600.24020968994,1.2853718089900212e-11,6349.442160401583,6180.0,0,62282.92846574378,62282.92846574378
2025-04-16,37146.232576925686,0.0,0.0,5.135904074249354e-11,37146.23257692574,1.4757361999073737e-11,2743.168180939054,4550.13185852667,0,60870.85322972986,60870.85322972986
2025-04-17,35208.01314943867,0.0,0.0,5.6617144306159164e-11,35208.01314943873,1.5124901331375895e-11,3710.4027016826603,2409.3384073987313,0,58258.438391142074,58258.438391142074
2025-04-18,11464.194371765556,0.0,0.0,2.8303816179686694e-11,11464.194371765585,8.924416761146858e-12,17924.285404643317,3985.8843074429615,0,29770.07663344762,29770.07663344762
2025-04-19,12896.303691037192,0.0,0.0,2.0488087670855748e-11,12896.303691037214,8.668621376273222e-12,17376.555267714262,9844.645401862388,0,34155.538642252606,34155.538642252606
2025-04-20,34269.81800203646,0.0,0.0,4.550266408109849e-11,34269.8180020365,1.446887054612489e-11,3985.299887117421,6067.063046854692,0,56276.08040188193,56276.08040188193
2025-04-21,35276.97960960351,0.0,0.0,3.8866105001034155e-11,35276.97960960355,1.1510792319313623e-11,8338.36589074874,5167.923265938132,0,59834.20464334257,59834.20464334257
2025-04-22,36531.720976219,0.0,0.0,7.140430380303542e-11,36531.720976219076,1.9097612380392093e-11,3157.466648315686,7372.891716783726,0,61649.64500977392,61649.64500977392
2025-04-23,35203.34529611657,0.0,0.0,6.530832408202514e-11,35203.34529611663,1.851585551548851e-11,3727.5002423410997,6960.0,0,58406.755955958775,58406.755955958775
2025-04-24,32340.886433455253,0.0,0.0,4.8854275291887466e-11,32340.886433455304,1.1965539670200087e-11,7463.031327307313,1747.7419110773517,0,52534.79232683268,52534.79232683268
2025-04-25,11816.421587098708,0.0,0.0,2.145512212337053e-11,11816.421587098728,5.7411853049416095e-12,21441.263202934577,6683.020759444822,0,32022.53116485369,32022.53116485369
2025-04-26,11314.310330766744,0.0,0.0,2696.454165025176,14010.76449579192,561.5457597199761,24076.676897395624,9163.584281561121,0,29610.399135789638,29610.399135789638
2025-04-27,30921.519929868096,0.0,0.0,3707.2860817761384,34628.806011644236,707.1713971687587,5471.507348152258,4292.116095720562,0,51795.341677325865,51795.341677325865
2025-04-28,34525.142656071934,0.0,0.0,17606.65189408144,52131.794550153376,5851.822517290168,104.28035487743293,6923.231252730982,0,57829.639625789656,57829.639625789656
2025-04-29,32643.54112622428,0.0,0.0,581.7909356024543,33225.33206182673,90.20352364489462,6166.156559094936,4702.011112736092,0,54794.08365193025,54794.08365193025
2025-04-30,36287.812556904835,0.0,0.0,4.100442652088532e-11,36287.81255690488,1.127631321651279e-11,8406.27976700199,7105.6988552165285,0,62935.71863716945,62935.71863716945
2025-05-01,32606.96616758035,0.0,0.0,11337.47163920978,43944.437806790134,2325.2712475945777,4823.383011047979,2546.2361633185465,0,52402.58983365545,52402.58983365545
2025-05-02,11724.562437826036,0.0,0.0,10282.043595700465,22006.6060335265,2589.731334759232,12115.419466666677,4290.1110430099425,0,29237.061828981925,29237.061828981925
2025-05-03,13334.195946122181,0.0,0.0,4218.342305185638,17552.53825130782,893.9873167642065,17027.44582737575,9108.784883362168,0,33886.90726415517,33886.90726415517
2025-05-04,37838.5768688622,0.0,0.0,6304.796777664822,44143.37364652702,1085.9303717951123,9143.79748197893,6410.129024942221,0,61049.39838504741,61049.39838504741
2025-05-05,35673.562613323666,0.0,0.0,7674.653207236057,43348.215820559715,1352.4607454578074,3186.0126117790087,2955.1780829425693,0,57063.15051755253,57063.15051755253
2025-05-06,35755.68099439035,0.0,0.0,11968.092225316886,47723.77321970723,2165.886733989727,2801.8536534965165,3519.695255781745,0,58289.935209225165,58289.935209225165
2025-05-07,37434.94503688827,0.0,0.0,11654.217838122027,49089.1628750103,1891.9359672331889,3090.3641251110253,5165.978379435375,0,61889.7729179893,61889.7729179893
2025-05-08,40083.624146575836,0.0,0.0,4.4630828810454664e-11,40083.62414657588,1.4157564010019996e-11,4391.450111446935,3053.1629999999996,0,61795.317335915424,61795.317335915424
2025-05-09,13648.363113923657,0.0,0.0,1.815521954995347e-11,13648.363113923675,4.320099833421409e-12,18369.450216861333,3630.0,0,30791.718443428137,30791.718443428137
2025-05-10,15485.599080204123,0.0,0.0,32.6984084500245,15518.297488654149,10.631900000008494,13982.787651841225,9990.0,0,36473.59237467313,36473.59237467313
2025-05-11,35869.0218298757,0.0,0.0,272.2482771667212,36141.27010704242,41.180716666683225,2273.6716760055715,3701.8752074313275,0,54921.17950566135,54921.17950566135
2025-05-12,42453.19646821874,0.0,0.0,5.163430216725828e-11,42453.19646821879,1.56035184772918e-11,9202.196831731686,5850.0,0,67404.20031972439,67404.20031972439
2025-05-13,42511.64357030914,0.0,0.0,2.65567763335639e-11,42511.64357030917,6.764366844436154e-12,11588.518091751885,5340.0,0,68186.80899115754,68186.80899115754
2025-05-14,40945.34643641439,0.0,0.0,2.5686880178454885e-11,40945.34643641441,7.94386778579792e-12,6834.472669186722,7410.0,0,65463.13678266964,65463.13678266964
2025-05-15,35964.99961870776,0.0,0.0,5.639440914251282e-11,35964.99961870782,1.5278445175681554e-11,4633.960980762327,2815.498132978624,0,56147.26268429954,56147.26268429954
2025-05-16,13817.659108422004,0.0,0.0,2.619836436679179e-11,13817.659108422027,7.105427357601002e-12,23208.380182524896,4680.089109488402,0,31153.77391758146,31153.77391758146
2025-05-17,16001.92798013642,0.0,0.0,2.9567871706603903e-11,16001.927980136448,9.72022462519817e-12,16889.10880969265,10110.0,0,36860.955698111735,36860.955698111735
2025-05-18,37569.80766420024,0.0,0.0,5.954792481333015e-11,37569.8076642003,1.77227121866963e-11,6776.332434098862,4080.0,0,57441.58933521039,57441.58933521039
2025-05-19,37218.722072926794,0.0,0.0,3.7608272940303776e-11,37218.72207292683,9.589662397502252e-12,9125.992179361048,3519.1288200255685,0,59441.841890863645,59441.841890863645
2025-05-20,36766.24865759023,0.0,0.0,2751.8417878869554,39518.09044547718,660.9343727486026,2171.9364151753934,4045.8830334847053,0,60605.33822233962,60605.33822233962
2025-05-21,39142.45908939721,0.0,0.0,4.8786994000238335e-11,39142.459089397256,1.4068746168049984e-11,7156.5163502417,4460.818739793369,0,62446.88933732845,62446.88933732845
2025-05-22,38572.9285634984,0.0,0.0,2.2995322979113553e-11,38572.92856349841,5.9969806898152456e-12,8274.467291529501,2940.0,0,61268.97358166348,61268.97358166348
2025-05-23,11418.758696232499,0.0,0.0,2.325770864786136e-11,11418.758696232522,6.107114813858061e-12,18042.272028615844,2490.0,0,27052.487086968482,27052.487086968482
2025-05-24,14995.385349102757,0.0,0.0,2.219468342445907e-11,14995.385349102777,5.8975047068088315e-12,21100.66573377897,10230.0,0,36225.801121016004,36225.801121016004
2025-05-25,33825.63551056968,0.0,0.0,4.9988983619186915e-11,33825.63551056972,1.3983481039758772e-11,8360.87596291309,2995.150113778675,0,52767.70184533242,52767.70184533242
2025-05-26,38016.455290804144,0.0,0.0,3912.4399774682797,41928.89526827242,1478.2752361596329,1634.7134780078868,5280.0,0,60738.18568130807,60738.18568130807
2025-05-27,39603.592557586904,0.0,0.0,4.180336432568766e-11,39603.59255758695,1.127631321651279e-11,11268.246747235586,4380.0,0,63134.27319530665,63134.27319530665
2025-05-28,36932.67307101839,0.0,0.0,6.79837555139784e-11,36932.67307101846,1.7390533457728452e-11,3869.21274653423,3770.1337375004796,0,58924.971816287965,58924.971816287965
2025-05-29,34845.08990429067,0.0,0.0,962.7520689141162,35807.84197320478,252.588188207019,123.85433173539494,1695.1494653135019,0,55428.508405728106,55428.508405728106
2025-05-30,14117.086908688436,0.0,0.0,2.834545931307275e-11,14117.086908688463,8.352429858859978e-12,19618.305049656345,4260.0,0,32401.0792344629,32401.0792344629
2025-05-31,14948.676928556652,0.0,0.0,8.490303571306867e-12,14948.676928556662,3.183231456205249e-12,18254.240444588173,10692.061262152063,0,36765.98669700298,36765.98669700298
2025-06-01,39408.477329037734,0.0,0.0,51236.280994417844,90644.75832345558,12198.322823574152,7.1237807319768365e-12,2882.89186137339,0,55093.70540884248,55093.70540884248
2025-06-02,42426.88846417933,0.0,0.0,44009.44096932634,86436.32943350567,9070.400368563429,72.24416240658405,2592.2344212802755,0,63420.434407888606,63420.434407888606
2025-06-03,48741.28574070595,0.0,0.0,12046.810295138914,60788.09603584486,1974.899094301588,2152.699391175862,3705.369830125772,0,73854.30434791217,73854.30434791217
2025-06-04,48600.99911256262,0.0,0.0,12443.126629381606,61044.125741944226,2125.9500805122443,1.2121859072067309e-11,3868.304173642449,0,71953.67702677341,71953.67702677341
2025-06-05,47747.03454332622,0.0,0.0,19374.21661246626,67121.25115579247,3956.141092028418,1.3038681245802763e-11,1200.0,0,68640.34575515424,68640.34575515424
2025-06-06,14789.120020047776,0.0,0.0,22880.7842499349,37669.904269982675,5952.300637895463,2659.8026255096875,1200.0,0,30800.465184838766,30800.465184838766
2025-06-07,18535.568700178323,0.0,0.0,15960.598729441466,34496.16742961979,3534.530639678363,1378.8478669647516,8503.541892803767,0,40661.91060741346,40661.91060741346
2025-06-08,60878.42539905284,0.0,0.0,3.63595660246574e-11,60878.42539905287,8.15703060652595e-12,19570.14829111453,4050.0,0,83869.22627897607,83869.22627897607
2025-06-09,62535.71871901756,0.0,0.0,4.6023876265621765e-11,62535.71871901762,1.0038192499450815e-11,10611.93457638984,5845.4745,0,86987.87151520778,86987.87151520778
2025-06-10,55184.43437983043,0.0,0.0,4.341812598340766e-11,55184.434379830476,9.748646334628575e-12,5719.001068241086,3307.0208931796406,0,78568.65636710648,78568.65636710648
2025-06-11,55482.01118326791,0.0,0.0,2725.69860973367,58207.70979300157,562.2039065400237,1394.71684473875,1608.9244771503645,0,79813.47335121021,79813.47335121021
2025-06-12,63408.537096742075,0.0,0.0,4.9917101563323743e-11,63408.53709674213,1.0857093002414331e-11,9541.29652619117,5370.0,0,89912.83235847979,89912.83235847979
2025-06-13,24332.14287872065,0.0,0.0,1.7558837051012687e-11,24332.142878720668,4.82103246213228e-12,13770.711508303413,5818.5555,0,46092.66581179641,46092.66581179641
2025-06-14,24976.39530831114,0.0,0.0,8.732840228731222e-12,24976.395308311152,2.2453150450019166e-12,12806.105426379545,9150.0,0,46402.59576091637,46402.59576091637
2025-06-15,54486.969645701894,0.0,0.0,4.659071350943122e-11,54486.96964570194,1.1439738045737613e-11,7633.170479123015,3330.0,0,76293.65833744605,76293.65833744605
2025-06-16,63470.64022089069,0.0,0.0,3.9651510519433946e-11,63470.640220890724,8.640199666842818e-12,10470.562688445307,5190.0,0,89016.42267719428,89016.42267719428
2025-06-17,66047.53917532042,0.0,0.0,2.0322289628893484e-11,66047.53917532043,4.206412995699793e-12,12107.55597116678,5460.0,0,91244.13722425597,91244.13722425597
2025-06-18,63970.37057454816,0.0,0.0,3.434763584664324e-11,63970.3705745482,7.275957614183426e-12,12312.04536360247,5910.0,0,88451.29838384083,88451.29838384083
2025-06-19,55066.1795312624,0.0,0.0,318.66483857147205,55384.84436983388,45.36154285715483,9345.991887270473,2527.7185258632785,0,78398.44188833091,78398.44188833091
2025-06-20,19297.4879221928,0.0,0.0,2.280100375173788e-11,19297.48792219282,6.338041202980094e-12,11909.046749865116,3203.582575105032,0,38069.40092303876,38069.40092303876
2025-06-21,25513.513030171795,0.0,0.0,1.984427200341088e-11,25513.513030171813,4.156675004196586e-12,22357.82968765575,9360.0,0,51618.83173895485,51618.83173895485
2025-06-22,58961.500305993235,0.0,0.0,3.699614126162487e-11,58961.50030599327,8.895995051716454e-12,13895.688935961372,4920.0,0,80996.545684116,80996.545684116
2025-06-23,54068.99024099258,0.0,0.0,76.01852845360945,54145.00876944618,10.841977958161152,8118.481021321263,4464.409647201678,0,78761.72851469081,78761.72851469081
2025-06-24,56355.06705104804,0.0,0.0,3095.9163666814657,59450.983417729505,861.8081638355069,579.7354376968541,3330.0,0,79178.318055591,79178.318055591
2025-06-25,52686.67564844781,0.0,0.0,5.96179074996428e-11,52686.67564844787,1.467181931502637e-11,2983.1679640990137,2985.482909399452,0,76935.12992488407,76935.12992488407
2025-06-26,62088.98184916645,0.0,0.0,3.7409563446999527e-11,62088.98184916648,8.01492205937393e-12,15632.079618163014,4756.349202313601,0,89079.10438635237,89079.10438635237
2025-06-27,19934.239036650717,0.0,0.0,1.6261381574622645e-11,19934.239036650735,4.405364961712621e-12,15411.481415767867,5026.35230657094,0,38755.41249400521,38755.41249400521
2025-06-28,19565.977815040827,0.0,0.0,65.15985294169707,19631.137667982526,22.908833333340866,10696.35533799918,9411.958171639699,0,40793.83085656226,40793.83085656226
2025-06-29,50741.756817877555,0.0,0.0,5.1711756654526655e-11,50741.75681787761,1.2617462630259979e-11,4223.318815782478,3086.150945263946,0,71693.15114558852,71693.15114558852
2025-06-30,59147.26347548465,0.0,0.0,3.5703550255172796e-11,59147.26347548469,6.939615548873235e-12,10353.601525981034,3647.9159611681675,0,85117.71207694823,85117.71207694823
2025-07-01,69646.63074053267,0.0,0.0,258.8551912881164,69905.48593182079,31.658995699820267,8933.196989938948,1669.8371023958161,0,90142.96535518602,90142.96535518602
2025-07-02,65541.4275235403,0.0,0.0,1200.920028776294,66742.34755231661,173.64452282502208,8688.979625040727,2376.2318004791227,0,86135.62260693868,86135.62260693868
2025-07-03,60037.77815647582,0.0,0.0,22825.33081133114,82863.10896780695,3638.0039617208427,1.1532108601386426e-11,1243.6569426971478,0,78934.58798023955,78934.58798023955
2025-07-04,23274.306194587098,0.0,0.0,11147.782878726832,34422.089073313924,2800.0840973180757,10327.81861541231,2497.831126049933,0,40797.304806826134,40797.304806826134
2025-07-05,25027.056359481874,0.0,0.0,10848.427263035825,35875.4836225177,2526.5759172751427,10225.978998255085,7585.273332968997,0,45422.91456004573,45422.91456004573
2025-07-06,58736.5390606429,0.0,0.0,23906.9462539826,82643.48531462549,3254.3294106944873,27.740112743217203,2532.332776614569,0,75296.59738733778,75296.59738733778
2025-07-07,54940.84621275678,0.0,0.0,28841.801526256277,83782.64773901305,5317.898580060144,1.0151879337172431e-11,5938.9871588232845,0,75763.78825199007,75763.78825199007
2025-07-08,69319.65999714684,0.0,0.0,5.660696444920177e-11,69319.65999714691,1.06439301816863e-11,9501.00939977627,7600.577562635608,0,90838.97886123793,90838.97886123793
2025-07-09,66264.91618027513,0.0,0.0,4.065528713681488e-11,66264.91618027516,8.000711204658728e-12,11248.986109145553,4530.0,0,85684.92604034868,85684.92604034868
2025-07-10,64802.56949980644,0.0,0.0,3.673874005016842e-11,64802.56949980649,8.313350008393172e-12,9428.205133621901,2308.6691578907585,0,83361.62135139167,83361.62135139167
2025-07-11,27735.706208025236,0.0,0.0,92.74538535002665,27828.451593375266,29.435033333340282,8627.076449056443,5532.801955874469,0,47781.23706067246,47781.23706067246
2025-07-12,31819.419877580658,0.0,0.0,95.43773090001925,31914.857608480677,32.66178333333754,14297.03537750655,10800.0,0,54941.74121381104,54941.74121381104
