日期,时间段,购电量_kWh
2025-06-13,08:00-08:10,13.859816666666726
2025-06-14,无,0.0
2025-06-15,无,0.0
2025-06-16,无,0.0
2025-06-17,无,0.0
2025-06-18,19:50-20:00,16.984456509179495
2025-06-18,20:20-20:30,10.931798092468853
2025-06-19,19:10-19:20,32.118701919172054
2025-06-20,无,0.0
2025-06-21,无,0.0
2025-06-22,无,0.0
2025-06-23,无,0.0
2025-06-24,无,0.0
2025-06-25,无,0.0
2025-06-26,无,0.0
2025-06-27,无,0.0
2025-06-28,无,0.0
2025-06-29,无,0.0
2025-06-30,18:50-19:00,14.782124380845971
2025-07-01,04:30-05:50,496.0543070548582
2025-07-01,14:50-15:00,154.70170609802963
2025-07-01,15:10-15:30,85.19746186530165
2025-07-01,15:50-16:10,91.61668408131897
2025-07-01,16:30-17:50,781.6135363661657
2025-07-01,19:30-20:00,146.49497265086518
2025-07-01,20:20-20:30,26.626531573167767
2025-07-01,20:50-21:00,6.8064946861837825
2025-07-01,21:30-21:50,216.72770118347648
2025-07-02,05:20-05:40,105.20508042561039
2025-07-02,17:00-17:10,8.244819109731793
2025-07-02,19:00-19:10,45.172167747938374
2025-07-02,19:40-20:10,129.89278566505868
2025-07-02,20:30-21:20,324.49292092809685
2025-07-02,21:30-21:40,0.1059833897838871
2025-07-03,03:40-05:50,813.6383341723312
2025-07-03,18:50-19:00,19.107144581608168
2025-07-03,20:20-22:00,445.95509695026533
2025-07-04,03:00-03:50,163.98746239526582
2025-07-04,04:00-05:50,1066.8604260932725
2025-07-04,20:10-21:20,490.62918599905606
2025-07-04,21:30-21:50,139.78411540573074
2025-07-04,23:50-24:00,17.84381913369475
2025-07-05,03:00-04:50,630.8621163626376
2025-07-05,05:00-05:50,727.1980061350796
2025-07-05,06:30-06:40,17.206276153356583
2025-07-05,17:00-17:50,397.16267723331293
2025-07-05,20:20-20:50,182.88334542361451
2025-07-05,21:30-21:50,117.06555271974264
2025-07-06,18:50-19:00,18.71492693412631
2025-07-06,19:20-19:50,152.0926906215825
2025-07-06,20:00-20:10,27.415247646717262
2025-07-06,20:20-21:00,292.6284482946529
2025-07-06,21:20-21:40,29.451670452520716
2025-07-07,05:20-05:40,118.48421912939068
2025-07-07,08:50-09:20,241.22396526936802
2025-07-07,19:00-19:20,25.773762175201455
2025-07-07,19:40-20:10,172.055670631108
2025-07-07,20:20-21:20,386.3345756808653
2025-07-07,21:30-21:50,157.64903298745958
2025-07-08,18:50-19:00,5.738694885802488
2025-07-08,20:30-20:40,2.8986549639221266
2025-07-09,19:30-19:40,39.26502837117937
2025-07-10,无,0.0
2025-07-11,07:20-07:40,29.435033333333347
2025-07-12,07:30-07:40,32.66178333333331
2025-07-13,无,0.0
2025-07-14,无,0.0
2025-07-15,无,0.0
2025-07-16,20:00-20:10,38.89326581790988
2025-07-17,无,0.0
2025-07-18,无,0.0
2025-07-19,无,0.0
2025-07-20,无,0.0
2025-07-21,无,0.0
2025-07-22,无,0.0
2025-07-23,19:30-19:50,51.67747648812406
2025-07-24,无,0.0
2025-07-25,无,0.0
2025-07-26,无,0.0
2025-07-27,无,0.0
2025-07-28,无,0.0
2025-07-29,19:00-19:10,4.951791559399453
2025-07-30,无,0.0
2025-07-31,无,0.0
2025-08-01,无,0.0
2025-08-02,无,0.0
2025-08-03,19:50-20:10,42.93096149467499
2025-08-04,无,0.0
2025-08-05,无,0.0
2025-08-06,无,0.0
2025-08-07,无,0.0
2025-08-08,无,0.0
2025-08-09,无,0.0
2025-08-10,无,0.0
2025-08-11,19:00-19:10,23.133901596557166
2025-08-11,19:20-19:40,55.69050641298338
2025-08-11,20:30-20:40,84.86615208412366
2025-08-12,19:10-19:30,55.51333341741656
2025-08-12,20:30-21:00,109.8325050504991
2025-08-13,19:20-19:30,15.424434940358083
2025-08-14,19:00-19:10,22.652310687164572
2025-08-14,20:30-20:40,42.9476696586529
2025-08-15,05:20-05:40,82.9557537331948
2025-08-16,20:20-20:40,108.0128160899103
2025-08-17,19:10-19:40,75.60810164025384
2025-08-17,20:20-20:40,27.125609549769706
2025-08-18,19:50-20:00,13.419259978806508
2025-08-18,20:30-20:40,5.545707081101455
2025-08-19,20:00-20:10,28.3941811162548
2025-08-20,19:30-19:50,42.82936277170711
2025-08-20,20:00-20:10,10.20131920739152
2025-08-21,无,0.0
2025-08-22,20:30-21:00,31.66391356211875
2025-08-23,无,0.0
2025-08-24,无,0.0
2025-08-25,19:20-19:40,86.83719907556042
2025-08-26,无,0.0
2025-08-27,无,0.0
2025-08-28,18:50-19:00,43.854423882838205
2025-08-28,19:50-20:00,17.24456271467568
2025-08-29,无,0.0
2025-08-30,无,0.0
2025-08-31,19:10-19:20,6.54643854697963
2025-09-01,无,0.0
2025-09-02,无,0.0
2025-09-03,无,0.0
2025-09-04,无,0.0
2025-09-05,无,0.0
2025-09-06,无,0.0
2025-09-07,无,0.0
2025-09-08,无,0.0
2025-09-09,无,0.0
2025-09-10,无,0.0
2025-09-11,无,0.0
2025-09-12,07:20-07:40,113.42727462573467
2025-09-13,无,0.0
2025-09-14,无,0.0
2025-09-15,无,0.0
2025-09-16,无,0.0
2025-09-17,无,0.0
2025-09-18,无,0.0
2025-09-19,无,0.0
2025-09-20,无,0.0
2025-09-21,无,0.0
2025-09-22,无,0.0
2025-09-23,无,0.0
2025-09-24,无,0.0
2025-09-25,无,0.0
2025-09-26,无,0.0
2025-09-27,21:30-21:50,136.18404087792715
2025-09-28,无,0.0
2025-09-29,06:00-06:10,10.156151666667483
2025-09-29,20:30-20:40,5.6203833333332796
2025-09-30,无,0.0
2025-10-01,无,0.0
2025-10-02,无,0.0
2025-10-03,无,0.0
2025-10-04,无,0.0
2025-10-05,无,0.0
2025-10-06,无,0.0
2025-10-07,无,0.0
2025-10-08,08:50-09:20,136.0513627904344
2025-10-09,09:00-09:20,107.54549811443341
2025-10-09,20:40-20:50,79.31164169454655
2025-10-09,21:00-21:20,37.817170665078265
2025-10-10,无,0.0
2025-10-11,无,0.0
2025-10-12,06:00-06:10,20.92993333333402
2025-10-12,20:10-20:40,221.16393033578242
2025-10-13,无,0.0
2025-10-14,无,0.0
2025-10-15,无,0.0
2025-10-16,无,0.0
2025-10-17,无,0.0
2025-10-18,无,0.0
2025-10-19,无,0.0
2025-10-20,无,0.0
2025-10-21,无,0.0
2025-10-22,无,0.0
2025-10-23,无,0.0
2025-10-24,无,0.0
2025-10-25,20:40-20:50,55.438243633650984
2025-10-25,21:00-21:20,64.64272789572476
2025-10-26,无,0.0
2025-10-27,无,0.0
2025-10-28,无,0.0
2025-10-29,无,0.0
2025-10-30,无,0.0
2025-10-31,无,0.0
2025-11-01,无,0.0
2025-11-02,20:20-21:00,138.1958400928787
2025-11-03,无,0.0
2025-11-04,06:00-06:10,18.314664999998627
2025-11-05,06:30-06:40,3.227683333333175
2025-11-05,10:00-10:10,34.446779236803906
2025-11-06,无,0.0
2025-11-07,无,0.0
2025-11-08,无,0.0
2025-11-09,无,0.0
2025-11-10,20:30-21:00,35.4788429104608
2025-11-10,21:40-21:50,49.5514919347238
2025-11-11,无,0.0
2025-11-12,无,0.0
2025-11-13,06:00-06:10,2.0105333333339104
2025-11-13,15:10-16:20,238.8279515872042
2025-11-13,17:10-17:30,6.571953278568799
2025-11-14,无,0.0
2025-11-15,无,0.0
2025-11-16,无,0.0
2025-11-17,无,0.0
2025-11-18,无,0.0
2025-11-19,05:50-06:00,1.385000000000673
2025-11-20,无,0.0
2025-11-21,无,0.0
2025-11-22,无,0.0
2025-11-23,无,0.0
2025-11-24,06:00-06:10,12.620821730390958
2025-11-25,无,0.0
2025-11-26,06:00-06:10,1.2156160515380634
2025-11-27,无,0.0
2025-11-28,无,0.0
2025-11-29,无,0.0
2025-11-30,无,0.0
2025-12-01,03:30-05:50,943.9591643245034
2025-12-01,07:40-07:50,23.260985763622784
2025-12-01,09:20-09:50,638.4140308132638
2025-12-01,10:00-10:50,1088.9416569463697
2025-12-02,03:00-03:20,23.316694111055995
2025-12-02,03:40-05:50,932.9352882553507
2025-12-02,07:50-08:20,114.09480726917684
2025-12-02,09:20-09:50,570.1835898041252
2025-12-02,10:10-10:40,992.1490706117584
2025-12-03,04:30-05:00,198.50932007567303
2025-12-03,05:10-05:40,243.98531175426263
2025-12-03,10:10-10:40,146.27621466169862
2025-12-04,03:40-04:50,501.55211467001664
2025-12-04,05:10-05:50,325.76943287728955
2025-12-04,07:50-08:20,66.2043875096058
2025-12-04,09:30-09:50,346.16839302531156
2025-12-04,10:00-10:50,959.9538768197211
2025-12-05,07:30-07:40,36.26567743488272
2025-12-05,08:40-09:30,546.8882779363007
2025-12-06,无,0.0
2025-12-07,03:10-03:30,55.44908360362001
2025-12-07,03:40-05:50,692.1093551982493
2025-12-07,07:50-08:10,70.6588926446068
2025-12-07,09:30-09:50,184.1456088074751
2025-12-07,10:00-10:20,524.2861049471483
2025-12-07,10:30-10:50,328.199389731195
2025-12-08,无,0.0
2025-12-09,无,0.0
2025-12-10,无,0.0
2025-12-11,无,0.0
2025-12-12,无,0.0
2025-12-13,无,0.0
2025-12-14,无,0.0
2025-12-15,无,0.0
2025-12-16,无,0.0
2025-12-17,无,0.0
2025-12-18,无,0.0
2025-12-19,无,0.0
2025-12-20,无,0.0
2025-12-21,20:40-20:50,16.110879883856
2025-12-22,21:10-21:50,114.73617734254174
2025-12-23,无,0.0
2025-12-24,07:50-08:00,8.809216956910632
2025-12-24,20:10-20:30,51.10014447837091
2025-12-25,20:20-20:50,147.87725526395775
2025-12-26,无,0.0
2025-12-27,无,0.0
2025-12-28,无,0.0
2025-12-29,无,0.0
2025-12-30,08:00-08:10,3.6127665878588004
2025-12-31,23:50-24:00,43.748333333333335
